New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
I,NA,2015-06-08 044530_1447-TOMI_LC_AH_18.WAV,812,IN,2015-06-08 044530_1447-TOMI_LC_AH.txt,18,y,24.86351482,25.65130232,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.35,0.15,7.45,73.86,0.82,0.87,0.71,0.29,0.32,0.06,0.5,0.44,4.5,0.06,0.2,0.19,0.32,0.79,161.48,484.45,4.4,2.22,118.42,322.97,290.67,0.85,0.25,0.62,193.78,312.2,183.02,-0.15,473.69,33.74,161.48,-31.42,4,0.89,0.58,0.15,0.9,0.95,118.42,0.32,0.17,0.31
I,NA,2015-06-08 044530_1447-TOMI_LC_AH_20.WAV,812,LR,2015-06-08 044530_1447-TOMI_LC_AH.txt,20,y,27.19758366,27.99430625,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.35,0.15,7.47,71.63,0.79,0.87,0.69,0.22,0.31,0.06,0.53,0.48,4.46,0.06,0.5,0.55,0.28,0.8,161.48,495.22,4.25,2.1,96.89,333.73,279.91,0.82,0.26,0.63,204.55,301.44,183.02,0.24,484.45,34.91,161.48,-27.93,5,0.89,0.55,0.14,0.88,0.94,96.89,0.33,0.17,0.3
I,NA,2015-06-08 044530_1447-TOMI_LC_AH_30.WAV,812,SI,2015-06-08 044530_1447-TOMI_LC_AH.txt,30,y,39.83613235,40.77,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.3,0.15,4.09,22.71,0.81,0.87,0.7,0.21,0.27,0.06,0.53,0.48,4.77,0.06,0.06,0,0.21,0.93,172.25,495.22,3.94,2.5,53.83,322.97,215.31,0.62,0.31,0.58,183.02,236.84,183.02,0.35,516.75,41.89,129.19,-30.25,6,0.67,0.36,0.18,0.7,0.81,53.83,0.34,0.09,0.26
S,2,2015-06-08 044530_1447-TOMI_LC_AH_32.WAV,812,SI,2015-06-08 044530_1447-TOMI_LC_AH.txt,32,y,42.47274162,43.41499558,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.3,0.18,3.54,17.21,0.86,0.87,0.75,0.33,0.23,0.06,0.53,0.48,4,0.06,0.06,0,0.17,0.94,139.95,484.45,4.26,2.67,64.59,344.5,172.25,0.32,0.25,0.68,161.48,226.08,183.02,-0.05,505.98,40.72,129.19,-27.93,3,0.22,0.22,0.1,0.49,0.83,64.59,0.27,0.1,0.24
S,2,2015-06-08 044530_1447-TOMI_LC_AH_38.WAV,616,SI,2015-06-08 044530_1447-TOMI_LC_AH.txt,38,y,50.10734315,50.74373456,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.24,0.16,2.31,8.35,0.85,0.87,0.74,0.26,0.16,0.06,0.42,0.37,5,0.06,0.06,0,0.21,0.64,96.89,376.8,4.3,3.15,53.83,279.91,183.02,0.15,0.14,0.38,161.48,215.31,183.02,-0.24,247.61,17.45,53.83,-15.13,6,0.09,0.09,0.04,0.31,0.65,53.83,0.22,0.06,0.19
S,2,2015-06-08 044530_1447-TOMI_LC_AH_40.WAV,616,SI,2015-06-08 044530_1447-TOMI_LC_AH.txt,40,y,52.47614455,52.93987162,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.22,0.15,2.14,7.27,0.84,0.87,0.72,0.23,0.17,0.06,0.42,0.37,4.6,0.06,0.06,0,0.21,0.46,86.13,398.33,4.76,3.19,96.89,312.2,193.78,0.2,0.08,0.19,139.95,236.84,226.08,-0.02,398.33,27.93,53.83,-17.45,5,0.27,0.12,0.06,0.31,0.49,96.89,0.18,0.06,0.15
R,1,2015-06-17 085248_1470-TEJU_LC_AH_14.WAV,16,HR,2015-06-17 085248_1470-TEJU_LC_AH.txt,14,y,18.74256814,19.73215001,50,1000,2015-06-17 085248_1470-TEJU_LC_AH.WAV,TEJU,0.65,0.13,1.77,5.86,0.88,0.87,0.77,0.24,0.64,0.06,0.86,0.81,4.36,0.06,0.64,0.59,0.66,0.99,355.27,828.95,5.41,3.15,226.08,473.69,635.17,0.42,0.4,0.77,462.92,689,656.7,0.36,828.95,30.25,279.91,-37.23,3,0.4,0.33,0.17,0.74,0.95,226.08,0.41,0.33,0.83
S,2,2015-09-04 1618_MZ000567-WODAN_LC_WE_4.WAV,616,SI,2015-09-04 1618_MZ000567-WODAN_LC_WE.txt,4,y,9.612299577,10.28648613,50,1000,2015-09-04 1618_MZ000567-WODAN_LC_WE.WAV,WODAN,0.17,0.14,3.96,19.92,0.79,0.87,0.68,0.19,0.13,0.06,0.28,0.22,4,0.06,0.06,0,0.09,0.67,75.36,258.38,4.01,2.51,64.59,183.02,118.42,0.29,0.16,0.31,96.89,161.48,96.89,-0.15,247.61,12.8,53.83,-13.96,4,0.35,0.14,0.07,0.38,0.53,64.59,0.24,0.05,0.16
R,1,2015-09-04 1618_MZ000567-WODAN_LC_WE_5.WAV,16,HR,2015-09-04 1618_MZ000567-WODAN_LC_WE.txt,5,y,11.31390183,12.39645282,50,1000,2015-09-04 1618_MZ000567-WODAN_LC_WE.WAV,WODAN,0.44,0.23,2.27,9.1,0.93,0.87,0.81,0.47,0.32,0.06,0.79,0.73,8.1,0.06,0.5,0.41,0.32,1.08,161.48,742.83,4.95,3.12,129.19,581.34,290.67,0.59,0.53,0.89,204.55,333.73,312.2,0.05,775.13,45.38,161.48,-45.38,10,0.6,0.3,0.07,0.79,0.9,129.19,0.49,0.01,0.38
S,2,2015-09-04 1618_MZ000567-WODAN_LC_WE_21.WAV,616,SI,2015-09-04 1618_MZ000567-WODAN_LC_WE.txt,21,y,38.20490493,38.74618042,50,1000,2015-09-04 1618_MZ000567-WODAN_LC_WE.WAV,WODAN,0.18,0.13,4.93,33.96,0.77,0.87,0.67,0.16,0.12,0.06,0.28,0.22,2.33,0.28,0.06,-0.41,0.09,0.54,75.36,247.61,3.94,2.62,129.19,172.25,118.42,0.19,0.12,0.3,86.13,215.31,96.89,-0.35,236.84,11.64,53.83,-12.8,2,0.21,0.11,0.04,0.33,0.6,129.19,0.23,0.06,0.12
S,2,2015-09-18 1427_MZ000672-OTTO_LC_WE_20.WAV,812,SI,2015-09-18 1427_MZ000672-OTTO_LC_WE.txt,20,p,36.47267335,37.06877276,50,1000,2015-09-18 1427_MZ000672-OTTO_LC_WE.WAV.wav,OTTO,0.3,0.14,2.94,12.32,0.83,0.87,0.72,0.24,0.27,0.06,0.42,0.37,8.4,0.35,0.06,-0.49,0.21,0.6,172.25,387.56,4.44,3.34,150.72,215.31,236.84,0.5,0.2,0.42,193.78,344.5,226.08,0.06,376.8,23.27,150.72,-19.78,7,0.44,0.31,0.09,0.66,0.8,150.72,0.34,0.15,0.37
S,2,2015-09-18 1427_MZ000672-OTTO_LC_WE_28.WAV,812,SI,2015-09-18 1427_MZ000672-OTTO_LC_WE.txt,28,p,46.23081815,47.0162,50,1000,2015-09-18 1427_MZ000672-OTTO_LC_WE.WAV.wav,OTTO,0.31,0.16,2.43,9.26,0.88,0.87,0.76,0.34,0.24,0.06,0.46,0.4,7.45,0.2,0.06,-0.19,0.21,0.79,150.72,473.69,4.94,3.5,183.02,322.97,226.08,0.31,0.17,0.49,183.02,366.03,183.02,-0.44,441.39,31.42,64.59,-15.13,8,0.36,0.2,0.08,0.42,0.71,183.02,0.21,0.09,0.34
S,2,2015-09-18 1427_MZ000672-OTTO_LC_WE_30.WAV,812,SI,2015-09-18 1427_MZ000672-OTTO_LC_WE.txt,30,p,48.93353872,49.50362568,50,1000,2015-09-18 1427_MZ000672-OTTO_LC_WE.WAV.wav,OTTO,0.29,0.17,3.06,13.82,0.87,0.87,0.75,0.37,0.22,0.09,0.46,0.37,5.6,0.2,0.35,0.26,0.21,0.57,118.42,409.09,4.31,3.48,64.59,290.67,204.55,0.28,0.09,0.39,183.02,247.61,193.78,0.11,398.33,32.58,86.13,-11.64,7,0.26,0.2,0.08,0.36,0.77,64.59,0.16,0.09,0.25
I,NA,2015-09-23 1144_MZ000678-TOMI_LC_WE_4.WAV,812,LR,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,4,y,5.742629884,6.3642,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.3,0.13,3.93,21.1,0.82,0.87,0.71,0.24,0.29,0.06,0.42,0.37,3.4,0.06,0.28,0.35,0.28,0.62,172.25,387.56,4.44,2.51,107.66,215.31,279.91,0.56,0.33,0.52,204.55,312.2,183.02,0.09,387.56,22.11,183.02,-2.33,3,0.82,0.26,0.06,0.8,0.91,107.66,0.55,0.09,0.33
R,1,2015-09-23 1144_MZ000678-TOMI_LC_WE_7.WAV,16,HR,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,7,p,8.673294021,9.373120354,50,1500,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.48,0.18,4.21,23.11,0.8,0.87,0.7,0.22,0.42,0.09,0.61,0.51,6.07,0.13,0.24,0.16,0.47,0.7,204.55,516.75,4.57,3.22,96.89,312.2,441.39,0.57,0.27,0.51,387.56,484.45,441.39,-0.13,505.98,5.82,204.55,-22.11,6,0.41,0.41,0.2,0.8,0.93,96.89,0.39,0.21,0.5
R,NA,2015-09-23 1144_MZ000678-TOMI_LC_WE_12.WAV,16,VO,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,12,y,17.11501277,17.87033704,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.47,0.12,3.79,17.21,0.81,0.87,0.7,0.24,0.41,0.06,0.61,0.55,4.07,0.06,0.24,0.24,0.51,0.76,183.02,538.28,4.25,3.23,64.59,355.27,484.45,0.49,0.26,0.62,430.63,495.22,484.45,0.15,581.34,12.8,96.89,-9.31,3,0.47,0.43,0.12,0.78,0.95,64.59,0.35,0.1,0.58
I,NA,2015-09-23 1144_MZ000678-TOMI_LC_WE_18.WAV,812,IN,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,18,y,23.34193235,24.1317,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.4,0.16,4.91,38.01,0.86,0.87,0.75,0.35,0.33,0.06,0.53,0.48,15.15,0.06,0.09,0.05,0.32,0.79,172.25,495.22,4.58,3.25,215.31,322.97,247.61,0.85,0.19,0.55,193.78,409.09,193.78,-0.03,484.45,16.29,183.02,-18.62,11,0.88,0.64,0.24,0.88,0.93,215.31,0.25,0.19,0.35
I,NA,2015-09-23 1144_MZ000678-TOMI_LC_WE_19.WAV,812,LR,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,19,y,25.48670422,26.33570667,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.4,0.16,2.72,10.96,0.87,0.87,0.76,0.35,0.34,0.06,0.53,0.48,13.62,0.06,0.17,0.13,0.21,0.85,172.25,495.22,4.55,3.24,150.72,322.97,226.08,0.71,0.65,0.74,193.78,344.5,193.78,-0.04,484.45,32.58,172.25,-30.25,9,0.88,0.1,0.03,0.87,0.91,150.72,0.77,0.17,0.35
S,NA,2015-09-23 1144_MZ000678-TOMI_LC_WE_23.WAV,812,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,23,y,30.08639341,30.96536065,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.27,0.14,4.1,19.67,0.77,0.87,0.67,0.16,0.25,0.06,0.53,0.48,6.46,0.06,0.28,0.25,0.21,0.88,172.25,452.16,3.44,2.39,32.3,279.91,204.55,0.52,0.15,0.49,183.02,215.31,193.78,0.01,452.16,24.43,118.42,-24.43,5,0.55,0.43,0.19,0.6,0.76,32.3,0.17,0.1,0.25
I,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_25.WAV,616,IN,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,25,y,32.50542103,33.3003,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.3,0.17,5.79,45.5,0.8,0.87,0.69,0.23,0.25,0.06,0.53,0.48,6.31,0.06,0.06,0,0.17,0.79,150.72,495.22,3.89,2.61,53.83,344.5,183.02,0.26,0.25,0.61,172.25,226.08,183.02,-0.04,236.84,11.64,118.42,-1.16,3,0.22,0.19,0.07,0.51,0.85,53.83,0.32,0.1,0.23
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_29.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,29,y,37.26199757,38.0337,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.26,0.18,2.62,10.08,0.87,0.87,0.75,0.35,0.15,0.06,0.24,0.18,5.6,0.06,0.06,0,0.21,0.77,96.89,258.38,3.82,2.78,32.3,161.48,193.78,0.13,0.3,0.56,172.25,204.55,204.55,0,204.55,12.8,64.59,-11.64,3,0.06,0.07,0.04,0.46,0.77,32.3,0.39,0.07,0.2
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_31.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,31,y,39.57933872,40.2778,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.28,0.19,2.83,12.25,0.87,0.87,0.76,0.37,0.16,0.06,0.46,0.4,4.45,0.24,0.06,-0.26,0.21,0.7,96.89,344.5,3.88,2.84,43.06,247.61,193.78,0.13,0.25,0.5,172.25,215.31,204.55,-0.2,236.84,12.8,64.59,-12.8,4,0.08,0.08,0.04,0.44,0.76,43.06,0.36,0.07,0.2
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_33.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,33,y,41.83594864,42.5455,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.26,0.18,3.09,13.31,0.86,0.87,0.74,0.35,0.17,0.06,0.46,0.4,7.09,0.24,0.09,-0.21,0.21,0.71,86.13,430.63,4.57,2.97,96.89,344.5,183.02,0.37,0.31,0.49,118.42,215.31,183.02,0.02,236.84,16.29,53.83,-11.64,3,0.05,0.12,0.04,0.55,0.74,96.89,0.43,0.07,0.18
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_35.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,35,y,43.97568439,44.6958,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.24,0.17,2.52,8.71,0.84,0.87,0.73,0.27,0.17,0.06,0.31,0.26,10.29,0.06,0.06,0,0.21,0.72,86.13,376.8,4.6,3.12,96.89,290.67,193.78,0.36,0.21,0.47,129.19,226.08,226.08,0.05,247.61,15.13,64.59,-15.13,5,0.36,0.17,0.05,0.47,0.71,96.89,0.3,0.06,0.17
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_39.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,39,y,48.4532368,49.0973,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.23,0.17,2.83,10.97,0.83,0.87,0.72,0.27,0.17,0.06,0.46,0.4,5.09,0.2,0.06,-0.23,0.09,0.64,86.13,430.63,4.59,3.12,107.66,344.5,183.02,0.35,0.17,0.41,107.66,215.31,204.55,0.08,236.84,17.45,64.59,-11.64,5,0.39,0.19,0.04,0.45,0.68,107.66,0.26,0.06,0.16
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_43.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,43,y,52.82918402,53.3426,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.21,0.15,2.84,12.44,0.82,0.87,0.71,0.23,0.18,0.06,0.31,0.26,11.29,0.06,0.31,0.5,0.24,0.51,75.36,269.14,4.05,3.39,107.66,193.78,215.31,0.24,0.07,0.23,118.42,226.08,215.31,0.17,236.84,19.78,53.83,-15.13,9,0.22,0.16,0.07,0.31,0.53,107.66,0.15,0.06,0.12
S,2,2015-09-23 1144_MZ000678-TOMI_LC_WE_55.WAV,616,SI,2015-09-23 1144_MZ000678-TOMI_LC_WE.txt,55,y,68.22082506,68.50223514,50,1000,2015-09-23 1144_MZ000678-TOMI_LC_WE.WAV,TOMI,0.21,0.14,2.63,9.58,0.8,0.88,0.7,0.23,0.18,0.06,0.28,0.22,6,0.28,0.06,-0.78,0.21,0.28,75.36,258.38,3.95,3.32,118.42,183.02,183.02,0.28,0.09,0.18,96.89,215.31,204.55,-0.04,226.08,16.29,64.59,-16.29,6,0.14,0.14,0.07,0.48,0.72,118.42,0.34,0.06,0.1
I,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_3.WAV,616,IN,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,3,p,7.144598479,7.848049998,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.26,0.19,5.92,43.86,0.79,0.87,0.69,0.32,0.17,0.06,0.31,0.26,4.29,0.06,0.13,0.1,0.13,0.7,107.66,279.91,3.64,2.59,43.06,172.25,150.72,0.52,0.3,0.56,139.95,183.02,161.48,0.02,193.78,10.47,96.89,-8.15,4,0.24,0.28,0.09,0.71,0.91,43.06,0.43,0.11,0.16
I,NA,2015-09-28 1449_MZ000757-WODAN_LC_WE_4.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,4,y,8.447286478,9.385221837,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.29,0.18,5.78,38.65,0.74,0.87,0.64,0.21,0.2,0.13,0.24,0.11,3.67,0.17,0.2,0.04,0.17,0.94,161.48,355.27,2.68,2.13,21.53,193.78,183.02,0.48,0.36,0.68,172.25,193.78,193.78,-0.01,215.31,9.31,107.66,-3.49,8,0.72,0.29,0.11,0.67,0.84,21.53,0.39,0.11,0.2
I,NA,2015-09-28 1449_MZ000757-WODAN_LC_WE_8.WAV,16,HR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,8,y,15.81381479,16.62549156,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.45,0.22,2.72,10.6,0.9,0.87,0.78,0.43,0.31,0.06,0.64,0.59,4.94,0.09,0.35,0.32,0.32,0.81,193.78,785.89,4.62,2.8,64.59,592.11,322.97,0.57,0.25,0.54,301.44,366.03,333.73,0.45,538.28,20.94,161.48,-2.33,4,0.57,0.47,0.22,0.78,0.9,64.59,0.31,0.16,0.37
I,NA,2015-09-28 1449_MZ000757-WODAN_LC_WE_9.WAV,152,HR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,9,y,17.81973187,18.67650179,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.53,0.28,1.89,6.78,0.9,0.87,0.79,0.4,0.35,0.06,0.94,0.88,13.58,0.06,0.13,0.09,0.28,0.86,193.78,915.08,5.18,3.28,570.58,721.3,312.2,0.55,0.24,0.5,258.38,828.95,301.44,0.13,861.25,75.63,96.89,-69.81,11,0.54,0.43,0.25,0.72,0.84,570.58,0.28,0.1,0.32
I,NA,2015-09-28 1449_MZ000757-WODAN_LC_WE_10.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,10,y,19.80063547,20.67427438,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.34,0.2,6.39,52.22,0.82,0.87,0.71,0.32,0.22,0.06,0.57,0.51,2.79,0.17,0.06,-0.13,0.21,0.87,161.48,452.16,3.56,2.41,32.3,290.67,226.08,0.49,0.23,0.59,204.55,236.84,226.08,0.1,236.84,11.64,107.66,-1.16,3,0.45,0.38,0.14,0.65,0.83,32.3,0.27,0.11,0.23
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_16.WAV,616,SI,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,16,y,33.75427438,34.4701188,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.19,0.14,3.07,12.65,0.8,0.87,0.69,0.21,0.14,0.06,0.24,0.18,2,0.2,0.06,-0.21,0.13,0.72,86.13,226.08,4.06,2.33,86.13,139.95,150.72,0.25,0.2,0.42,107.66,193.78,204.55,-0.25,226.08,0,53.83,-1.16,0,0.08,0.13,0.05,0.42,0.64,86.13,0.29,0.07,0.21
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_17.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,17,y,36.08570295,36.93427438,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.22,0.15,3.03,12.32,0.82,0.87,0.71,0.23,0.15,0.06,0.24,0.18,5.8,0.17,0.06,-0.13,0.13,0.85,96.89,247.61,4.07,2.28,64.59,150.72,161.48,0.32,0.37,0.61,129.19,193.78,183.02,-0.13,226.08,11.64,75.36,-12.8,4,0.09,0.12,0.04,0.57,0.78,64.59,0.44,0.08,0.19
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_18.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,18,y,38.62284581,39.43713152,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.22,0.15,3.4,15.03,0.8,0.87,0.7,0.23,0.15,0.06,0.24,0.18,7.6,0.2,0.06,-0.18,0.13,0.81,96.89,247.61,4.05,2.34,86.13,150.72,172.25,0.3,0.35,0.59,118.42,204.55,193.78,-0.16,226.08,11.64,64.59,-12.8,5,0.07,0.11,0.03,0.55,0.77,86.13,0.44,0.08,0.2
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_19.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,19,y,41.12570295,41.80284581,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.21,0.16,3.69,18.15,0.8,0.87,0.7,0.24,0.14,0.06,0.24,0.18,2.8,0.2,0.06,-0.22,0.13,0.68,86.13,226.08,4.01,2.35,86.13,139.95,161.48,0.33,0.24,0.46,107.66,193.78,193.78,-0.21,204.55,10.47,64.59,-11.64,2,0.11,0.17,0.07,0.53,0.76,86.13,0.36,0.08,0.2
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_20.WAV,616,LR,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,20,y,43.49141723,44.36570295,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.22,0.15,3.81,18.51,0.81,0.87,0.7,0.23,0.17,0.06,0.35,0.29,4.13,0.24,0.35,0.13,0.13,0.87,96.89,236.84,4.01,2.48,96.89,139.95,172.25,0.37,0.4,0.61,118.42,215.31,204.55,-0.18,226.08,11.64,64.59,-10.47,3,0.09,0.14,0.06,0.6,0.77,96.89,0.46,0.08,0.21
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_24.WAV,616,SI,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,24,y,53.75998866,54.31713152,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.2,0.15,3.05,12.12,0.79,0.87,0.69,0.21,0.13,0.06,0.24,0.18,2.8,0.2,0.06,-0.26,0.09,0.56,75.36,226.08,3.91,2.32,96.89,150.72,172.25,0.32,0.18,0.37,96.89,193.78,183.02,-0.26,204.55,0,64.59,-1.16,0,0.12,0.14,0.05,0.46,0.73,96.89,0.32,0.07,0.19
S,2,2015-09-28 1449_MZ000757-WODAN_LC_WE_26.WAV,616,SI,2015-09-28 1449_MZ000757-WODAN_LC_WE.txt,26,y,56.43014219,57.10468031,50,1000,2015-09-28 1449_MZ000757-WODAN_LC_WE.WAV,WODAN,0.2,0.16,4.39,27.75,0.8,0.87,0.69,0.23,0.11,0.06,0.2,0.15,2.25,0.06,0.09,0.05,0.09,0.67,75.36,226.08,3.87,2.48,86.13,150.72,107.66,0.39,0.19,0.5,86.13,172.25,96.89,-0.16,172.25,0,64.59,-1.16,0,0.38,0.29,0.07,0.58,0.82,86.13,0.29,0.07,0.15
R,NA,2015-10-15 123224_1676-TOMI_LC_BB_13.WAV,812,HR,2015-10-15 123224_1676-TOMI_LC_BB.txt,13,y,13.10226682,13.7400335,50,1000,2015-10-15 123224_1676-TOMI_LC_BB.WAV,TOMI,0.41,0.17,4.45,28.09,0.87,0.87,0.75,0.36,0.36,0.06,0.79,0.73,6.25,0.06,0.24,0.29,0.36,0.64,183.02,473.69,4.78,2.55,139.95,290.67,290.67,0.82,0.21,0.51,226.08,366.03,215.31,-0.11,473.69,32.58,172.25,-27.93,3,0.88,0.54,0.1,0.88,0.93,139.95,0.34,0.18,0.39
S,2,2015-10-15 123224_1676-TOMI_LC_BB_27.WAV,616,IN,2015-10-15 123224_1676-TOMI_LC_BB.txt,27,y,28.8197274,29.49930688,50,1000,2015-10-15 123224_1676-TOMI_LC_BB.WAV,TOMI,0.3,0.16,2.4,8.92,0.87,0.87,0.76,0.32,0.24,0.06,0.46,0.4,2.73,0.06,0.06,0,0.21,0.68,118.42,409.09,4.4,2.91,53.83,290.67,193.78,0.15,0.34,0.55,172.25,226.08,183.02,0.03,269.14,13.96,86.13,-11.64,4,0.08,0.08,0.03,0.59,0.84,53.83,0.51,0.08,0.19
I,2,2015-10-15 123224_1676-TOMI_LC_BB_29.WAV,616,IN,2015-10-15 123224_1676-TOMI_LC_BB.txt,29,y,30.90139854,31.67245987,50,1000,2015-10-15 123224_1676-TOMI_LC_BB.WAV,TOMI,0.3,0.17,3.27,17.81,0.88,0.87,0.76,0.37,0.24,0.06,0.31,0.26,5.43,0.06,0.06,0,0.17,0.77,139.95,387.56,4.01,2.8,32.3,247.61,193.78,0.16,0.25,0.6,183.02,215.31,193.78,-0.01,279.91,15.13,139.95,-2.33,6,0.1,0.1,0.05,0.42,0.83,32.3,0.33,0.08,0.2
S,2,2015-10-15 123224_1676-TOMI_LC_BB_33.WAV,812,SI,2015-10-15 123224_1676-TOMI_LC_BB.txt,33,y,35.16695861,35.75244246,50,1000,2015-10-15 123224_1676-TOMI_LC_BB.WAV,TOMI,0.26,0.18,2.36,8.04,0.85,0.87,0.74,0.29,0.19,0.06,0.46,0.4,2.73,0.06,0.06,0,0.21,0.59,96.89,441.39,4.82,3.23,75.36,344.5,204.55,0.33,0.19,0.33,161.48,236.84,215.31,0.04,430.63,16.29,64.59,-17.45,7,0.43,0.14,0.06,0.46,0.63,75.36,0.32,0.06,0.17
