New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
S,2,2015-03-31 045814_1211-NIKO_LC_AH_25.WAV,616,SI,2015-03-31 045814_1211-NIKO_LC_AH.txt,25,y,57.97573919,58.78580512,50,1000,2015-03-31 045814_1211-NIKO_LC_AH.WAV,NIKO,0.24,0.16,2.11,6.33,0.84,0.87,0.73,0.27,0.17,0.06,0.28,0.22,7.67,0.28,0.06,-0.27,0.21,0.81,107.66,279.91,4.04,2.72,43.06,172.25,193.78,0.21,0.1,0.48,172.25,215.31,193.78,-0.23,269.14,1.91,75.36,-1.91,1,0.2,0.15,0.07,0.27,0.66,43.06,0.12,0.08,0.23
S,2,2015-03-31 045814_1211-NIKO_LC_AH_30.WAV,616,SI,2015-03-31 045814_1211-NIKO_LC_AH.txt,30,y,65.65459088,66.14963118,50,1000,2015-03-31 045814_1211-NIKO_LC_AH.WAV,NIKO,0.23,0.17,4.56,25.6,0.79,0.87,0.68,0.28,0.17,0.09,0.31,0.22,5,0.24,0.09,-0.3,0.09,0.5,86.13,279.91,4.01,3,118.42,193.78,118.42,0.49,0.17,0.38,107.66,226.08,107.66,-0.11,279.91,22.97,86.13,-22.97,4,0.62,0.3,0.08,0.66,0.86,118.42,0.36,0.09,0.14
R,1,2015-04-16 082736_1222-WODAN_LC_AH_8.WAV,152,HR,2015-04-16 082736_1222-WODAN_LC_AH.txt,8,y,15.59209751,16.56538756,50,1000,2015-04-16 082736_1222-WODAN_LC_AH.WAV,WODAN,0.63,0.2,1.88,6.11,0.89,0.87,0.77,0.37,0.55,0.06,0.86,0.81,7.59,0.06,0.24,0.19,0.77,0.97,290.67,807.42,5.02,3.03,387.56,516.75,710.53,0.63,0.3,0.55,387.56,775.13,785.89,0.05,807.42,44.16,172.25,-46.92,1,0.61,0.47,0.33,0.78,0.9,387.56,0.31,0.18,0.4
S,2,2015-04-16 082736_1222-WODAN_LC_AH_13.WAV,616,SI,2015-04-16 082736_1222-WODAN_LC_AH.txt,13,y,27.4957825,28.50820145,50,1000,2015-04-16 082736_1222-WODAN_LC_AH.WAV,WODAN,0.23,0.14,3.22,14.03,0.83,0.87,0.72,0.24,0.2,0.06,0.31,0.26,12.57,0.06,0.06,0,0.21,1.01,96.89,322.97,4.21,2.97,53.83,226.08,193.78,0.22,0.33,0.66,172.25,226.08,193.78,-0.08,290.67,20.7,75.36,-12.42,6,0.13,0.13,0.07,0.46,0.73,53.83,0.33,0.08,0.26
S,2,2015-04-16 082736_1222-WODAN_LC_AH_18.WAV,616,SI,2015-04-16 082736_1222-WODAN_LC_AH.txt,18,y,38.2258,39.25693586,50,1000,2015-04-16 082736_1222-WODAN_LC_AH.WAV,WODAN,0.24,0.13,2.63,10.41,0.84,0.87,0.73,0.22,0.21,0.06,0.39,0.33,6,0.31,0.09,-0.21,0.21,1.03,107.66,322.97,4.31,2.92,53.83,215.31,204.55,0.24,0.34,0.66,183.02,236.84,193.78,-0.11,322.97,19.32,75.36,-12.42,6,0.17,0.16,0.05,0.5,0.7,53.83,0.34,0.08,0.29
S,2,2015-04-16 082736_1222-WODAN_LC_AH_30.WAV,616,LR,2015-04-16 082736_1222-WODAN_LC_AH.txt,30,y,58.86301165,59.98310834,50,1000,2015-04-16 082736_1222-WODAN_LC_AH.WAV,WODAN,0.27,0.16,6.19,53.17,0.81,0.87,0.7,0.25,0.2,0.17,0.39,0.22,7.33,0.17,0.24,0.07,0.17,1.12,150.72,333.73,3.92,2.5,64.59,183.02,183.02,0.31,0.35,0.83,161.48,226.08,204.55,0.07,366.03,16.56,139.95,-1.38,4,0.16,0.18,0.07,0.5,0.82,64.59,0.31,0.1,0.27
S,2,2015-04-24 130716_1332-TOMI_LC_AH_32.WAV,616,LR,2015-04-24 130716_1332-TOMI_LC_AH.txt,32,y,36.20573894,36.9522,50,1000,2015-04-24 130716_1332-TOMI_LC_AH.WAV,TOMI,0.27,0.14,3.27,13.23,0.8,0.87,0.69,0.2,0.24,0.06,0.31,0.26,3.71,0.06,0.2,0.2,0.24,0.75,172.25,279.91,3.78,2.25,43.06,107.66,215.31,0.43,0.21,0.47,204.55,247.61,204.55,-0.09,290.67,15.13,150.72,-1.16,3,0.52,0.27,0.09,0.56,0.73,43.06,0.29,0.12,0.28
S,2,2015-04-24 130716_1332-TOMI_LC_AH_34.WAV,616,LR,2015-04-24 130716_1332-TOMI_LC_AH.txt,34,y,38.14926243,38.89800815,50,1000,2015-04-24 130716_1332-TOMI_LC_AH.WAV,TOMI,0.28,0.16,2.73,10.02,0.85,0.87,0.73,0.28,0.22,0.06,0.31,0.26,2.86,0.06,0.06,0,0.21,0.75,161.48,269.14,3.81,2.47,53.83,107.66,215.31,0.24,0.11,0.5,193.78,247.61,215.31,-0.07,290.67,15.13,150.72,-1.16,3,0.23,0.16,0.06,0.31,0.74,53.83,0.15,0.09,0.26
S,2,2015-04-24 130716_1332-TOMI_LC_AH_38.WAV,616,LR,2015-04-24 130716_1332-TOMI_LC_AH.txt,38,y,42.0316514,42.7123,50,1000,2015-04-24 130716_1332-TOMI_LC_AH.WAV,TOMI,0.27,0.14,1.87,5.5,0.85,0.87,0.74,0.26,0.24,0.06,0.5,0.44,3.58,0.06,0.09,0.05,0.24,0.68,172.25,269.14,3.69,2.55,53.83,96.89,215.31,0.19,0.08,0.47,193.78,247.61,204.55,-0.02,301.44,16.29,75.36,-11.64,4,0.21,0.14,0.05,0.26,0.75,53.83,0.12,0.09,0.25
S,2,2015-04-24 130716_1332-TOMI_LC_AH_46.WAV,616,SI,2015-04-24 130716_1332-TOMI_LC_AH.txt,46,y,49.94520624,50.64850259,50,1000,2015-04-24 130716_1332-TOMI_LC_AH.WAV,TOMI,0.25,0.13,2.18,7.36,0.84,0.87,0.73,0.23,0.23,0.06,0.31,0.26,6.57,0.06,0.06,0,0.24,0.7,172.25,258.38,3.55,2.62,43.06,86.13,215.31,0.17,0.07,0.44,193.78,236.84,215.31,-0.03,290.67,16.29,64.59,-16.29,5,0.16,0.13,0.07,0.24,0.7,43.06,0.11,0.07,0.24
R,NA,2015-04-28 061624_1379-TOMI_LC_AH_10.WAV,16,HR,2015-04-28 061624_1379-TOMI_LC_AH.txt,10,y,8.637599415,9.2286,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.49,0.15,3.24,12.9,0.77,0.87,0.67,0.2,0.43,0.06,0.94,0.88,3.96,0.06,0.24,0.31,0.47,0.59,376.8,495.22,3.61,2.57,53.83,118.42,462.92,0.56,0.12,0.32,430.63,484.45,484.45,-0.15,495.22,3.49,215.31,-8.15,1,0.63,0.44,0.29,0.65,0.84,53.83,0.21,0.3,0.49
R,NA,2015-04-28 061624_1379-TOMI_LC_AH_14.WAV,16,HR,2015-04-28 061624_1379-TOMI_LC_AH.txt,14,y,15.11632391,15.80993318,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.46,0.16,2.86,10.16,0.82,0.87,0.71,0.29,0.38,0.2,0.5,0.29,3.38,0.24,0.2,-0.05,0.43,0.69,226.08,473.69,4.34,2.54,75.36,247.61,430.63,0.65,0.19,0.6,376.8,452.16,452.16,-0.08,484.45,24.43,183.02,-31.42,3,0.73,0.49,0.08,0.76,0.96,75.36,0.27,0.19,0.45
R,NA,2015-04-28 061624_1379-TOMI_LC_AH_17.WAV,812,HR,2015-04-28 061624_1379-TOMI_LC_AH.txt,17,y,20.8034461,21.47305282,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.42,0.14,5.92,41.72,0.77,0.87,0.67,0.3,0.36,0.17,0.42,0.26,1.86,0.17,0.2,0.05,0.4,0.67,183.02,495.22,4.32,2.55,129.19,312.2,387.56,0.58,0.31,0.59,269.14,398.33,398.33,0.03,409.09,5.82,172.25,-4.65,3,0.51,0.35,0.06,0.82,0.96,129.19,0.46,0.2,0.41
R,NA,2015-04-28 061624_1379-TOMI_LC_AH_18.WAV,812,HR,2015-04-28 061624_1379-TOMI_LC_AH.txt,18,y,22.80251253,23.42322722,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.43,0.16,7.23,62.95,0.77,0.87,0.67,0.31,0.37,0.2,0.86,0.66,2.28,0.24,0.2,-0.06,0.4,0.62,204.55,495.22,4.06,2.53,86.13,290.67,387.56,0.61,0.24,0.56,312.2,398.33,398.33,-0.07,398.33,4.65,193.78,-4.65,1,0.58,0.44,0.05,0.83,0.97,86.13,0.39,0.21,0.4
I,NA,2015-04-28 061624_1379-TOMI_LC_AH_21.WAV,812,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,21,y,26.62482935,27.3334086,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.41,0.2,6.62,54.81,0.84,0.87,0.73,0.39,0.33,0.17,0.53,0.37,3.2,0.31,0.24,-0.1,0.32,0.71,172.25,495.22,4.49,2.4,107.66,322.97,290.67,0.84,0.23,0.55,215.31,322.97,204.55,0.28,495.22,34.91,172.25,-4.65,2,0.91,0.58,0.17,0.91,0.95,107.66,0.33,0.21,0.33
I,NA,2015-04-28 061624_1379-TOMI_LC_AH_26.WAV,812,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,26,y,32.61119923,33.34223346,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.43,0.21,8.9,97.64,0.83,0.87,0.72,0.45,0.32,0.2,0.35,0.15,2,0.2,0.2,0,0.32,0.73,193.78,484.45,4.42,2.21,118.42,290.67,290.67,0.71,0.44,0.68,226.08,344.5,204.55,-0.02,344.5,5.82,193.78,-3.49,1,0.03,0.28,0.03,0.9,0.96,118.42,0.62,0.19,0.35
R,NA,2015-04-28 061624_1379-TOMI_LC_AH_28.WAV,812,HR,2015-04-28 061624_1379-TOMI_LC_AH.txt,28,y,36.86359557,37.46605395,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.42,0.19,4.3,23.7,0.85,0.87,0.74,0.42,0.34,0.13,0.42,0.29,2.75,0.13,0.28,0.24,0.36,0.6,183.02,516.75,4.76,2.65,118.42,333.73,322.97,0.61,0.43,0.54,258.38,376.8,193.78,0.16,387.56,6.98,150.72,-2.33,1,0.11,0.17,0.08,0.89,0.98,118.42,0.72,0.19,0.39
I,NA,2015-04-28 061624_1379-TOMI_LC_AH_30.WAV,812,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,30,y,40.53680237,41.15751706,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.37,0.16,4.17,24.48,0.82,0.87,0.71,0.25,0.29,0.06,0.53,0.48,5.92,0.06,0.17,0.18,0.28,0.62,183.02,516.75,4.41,2.8,75.36,333.73,269.14,0.73,0.26,0.45,226.08,301.44,236.84,-0.02,495.22,32.58,150.72,-36.07,5,0.82,0.39,0.15,0.82,0.89,75.36,0.42,0.14,0.3
I,NA,2015-04-28 061624_1379-TOMI_LC_AH_31.WAV,812,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,31,y,42.58150958,43.2793526,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.41,0.2,5.11,33.63,0.84,0.87,0.73,0.39,0.31,0.2,0.53,0.33,2.89,0.2,0.2,0,0.32,0.7,183.02,505.98,4.5,2.35,118.42,322.97,247.61,0.49,0.56,0.64,204.55,322.97,193.78,-0.02,344.5,5.82,183.02,-2.33,1,0.05,0.08,0.03,0.89,0.96,118.42,0.81,0.2,0.34
I,NA,2015-04-28 061624_1379-TOMI_LC_AH_34.WAV,812,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,34,y,46.78992291,47.54657494,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.32,0.15,5.28,40.34,0.81,0.87,0.71,0.29,0.29,0.13,0.5,0.37,4.9,0.24,0.2,-0.05,0.32,0.76,172.25,312.2,3.96,2.08,86.13,139.95,247.61,0.78,0.26,0.56,215.31,301.44,215.31,0.36,462.92,32.58,161.48,-3.49,2,0.83,0.49,0.15,0.84,0.89,86.13,0.35,0.16,0.31
S,2,2015-04-28 061624_1379-TOMI_LC_AH_38.WAV,616,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,38,y,51.06620332,51.7374,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.31,0.18,3.3,16.37,0.87,0.87,0.75,0.35,0.21,0.06,0.28,0.22,2.83,0.06,0.09,0.05,0.21,0.67,150.72,452.16,4.17,2.71,53.83,301.44,204.55,0.23,0.22,0.56,172.25,226.08,204.55,-0.02,269.14,13.96,139.95,-1.16,3,0.18,0.14,0.04,0.48,0.9,53.83,0.34,0.1,0.23
S,2,2015-04-28 061624_1379-TOMI_LC_AH_42.WAV,616,LR,2015-04-28 061624_1379-TOMI_LC_AH.txt,42,y,55.58264418,56.2193,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.31,0.18,1.39,4,0.9,0.87,0.78,0.4,0.22,0.09,0.31,0.22,6.17,0.2,0.09,-0.17,0.24,0.64,118.42,473.69,4.76,3.09,86.13,355.27,226.08,0.24,0.19,0.5,183.02,269.14,215.31,-0.31,290.67,15.13,75.36,-16.29,6,0.19,0.16,0.06,0.46,0.85,86.13,0.29,0.09,0.27
S,2,2015-04-28 061624_1379-TOMI_LC_AH_46.WAV,616,SI,2015-04-28 061624_1379-TOMI_LC_AH.txt,46,y,60.1050883,60.5816328,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.27,0.16,2.63,9.9,0.86,0.87,0.74,0.33,0.2,0.06,0.31,0.26,2.71,0.24,0.28,0.08,0.21,0.48,96.89,355.27,4.63,3.07,64.59,258.38,204.55,0.34,0.22,0.34,172.25,236.84,183.02,-0.3,290.67,16.29,64.59,-16.29,4,0.06,0.1,0.02,0.58,0.76,64.59,0.48,0.07,0.18
S,2,2015-04-28 061624_1379-TOMI_LC_AH_48.WAV,616,SI,2015-04-28 061624_1379-TOMI_LC_AH.txt,48,y,62.37449036,62.7791,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.24,0.15,2.96,11.25,0.81,0.87,0.7,0.25,0.18,0.06,0.31,0.26,5.43,0.2,0.06,-0.36,0.24,0.4,86.13,312.2,4.42,3.19,107.66,226.08,215.31,0.4,0.15,0.29,129.19,236.84,215.31,-0.27,290.67,16.29,53.83,-16.29,4,0.49,0.16,0.05,0.53,0.77,107.66,0.37,0.08,0.15
S,2,2015-04-28 061624_1379-TOMI_LC_AH_52.WAV,616,SI,2015-04-28 061624_1379-TOMI_LC_AH.txt,52,y,66.51376937,66.8867,50,1000,2015-04-28 061624_1379-TOMI_LC_AH.WAV,TOMI,0.24,0.17,2.2,6.84,0.85,0.87,0.74,0.34,0.17,0.06,0.42,0.37,3.3,0.17,0.06,-0.3,0.13,0.37,75.36,419.86,4.86,3.37,107.66,344.5,193.78,0.23,0.1,0.18,139.95,247.61,150.72,0.09,279.91,15.13,53.83,-16.29,5,0.1,0.1,0.05,0.38,0.54,107.66,0.28,0.06,0.16
R,1,2015-05-10 063720_1407-HELIUM_LC_AH_18.WAV,16,HR,2015-05-10 063720_1407-HELIUM_LC_AH.txt,18,y,20.79208693,21.49953652,50,1000,2015-05-10 063720_1407-HELIUM_LC_AH.wav,HELIUM,0.57,0.12,2.95,12.43,0.82,0.87,0.71,0.25,0.5,0.2,0.72,0.51,2.43,0.2,0.42,0.31,0.62,0.71,398.33,645.94,4.15,2.68,43.06,247.61,581.34,0.84,0.04,0.56,549.05,592.11,581.34,0.31,656.7,18.62,193.78,-6.98,1,0.84,0.81,0.13,0.87,0.93,43.06,0.05,0.22,0.66
S,2,2015-05-10 063720_1407-HELIUM_LC_AH_34.WAV,616,SI,2015-05-10 063720_1407-HELIUM_LC_AH.txt,34,y,39.86029191,40.34119435,50,1000,2015-05-10 063720_1407-HELIUM_LC_AH.wav,HELIUM,0.28,0.19,3.06,11.84,0.83,0.87,0.72,0.37,0.24,0.06,0.35,0.29,2.25,0.35,0.06,-0.61,0.21,0.48,150.72,301.44,3.94,3.25,43.06,150.72,204.55,0.37,0.07,0.23,183.02,226.08,204.55,-0.11,301.44,17.45,86.13,-13.96,3,0.35,0.29,0.14,0.45,0.63,43.06,0.16,0.09,0.3
S,2,2015-05-10 063720_1407-HELIUM_LC_AH_45.WAV,616,SI,2015-05-10 063720_1407-HELIUM_LC_AH.txt,45,y,58.94080477,59.14583021,50,849,2015-05-10 063720_1407-HELIUM_LC_AH.wav,HELIUM,0.23,0.17,2.7,10.77,0.84,0.89,0.75,0.4,0.18,0.09,0.75,0.66,2.67,0.24,0.17,-0.36,0.13,0.21,107.66,258.38,3.5,3.13,32.3,150.72,161.48,0.19,0.03,0.1,139.95,172.25,161.48,-0.44,183.02,1.16,86.13,-2.33,1,0.19,0.14,0.05,0.29,0.57,32.3,0.14,0.09,0.16
I,2,2015-05-10 132610_1416-HELIUM_LC_AH_16.WAV,812,LR,2015-05-10 132610_1416-HELIUM_LC_AH.txt,16,y,20.51352389,21.30820474,50,1000,2015-05-10 132610_1416-HELIUM_LC_AH.WAV,HELIUM,0.26,0.11,3.01,12,0.82,0.87,0.71,0.17,0.24,0.06,0.46,0.4,8.82,0.31,0.28,-0.05,0.24,0.79,161.48,409.09,3.99,2.81,53.83,247.61,215.31,0.43,0.1,0.45,193.78,247.61,215.31,-0.08,419.86,30.25,86.13,-16.29,6,0.42,0.37,0.11,0.5,0.69,53.83,0.13,0.1,0.27
S,2,2015-05-10 132610_1416-HELIUM_LC_AH_22.WAV,616,SI,2015-05-10 132610_1416-HELIUM_LC_AH.txt,22,y,26.31250336,26.92189593,50,1000,2015-05-10 132610_1416-HELIUM_LC_AH.WAV,HELIUM,0.28,0.15,2.74,10.8,0.85,0.87,0.74,0.3,0.26,0.06,0.42,0.37,4.8,0.35,0.06,-0.48,0.21,0.61,161.48,387.56,4.38,3.13,64.59,226.08,215.31,0.38,0.09,0.33,193.78,258.38,204.55,-0.47,366.03,13.96,86.13,-13.96,2,0.38,0.31,0.11,0.46,0.66,64.59,0.15,0.09,0.33
S,2,2015-05-10 132610_1416-HELIUM_LC_AH_27.WAV,616,LR,2015-05-10 132610_1416-HELIUM_LC_AH.txt,27,y,31.71692089,32.08337993,50,1000,2015-05-10 132610_1416-HELIUM_LC_AH.WAV,HELIUM,0.27,0.16,2.89,10.97,0.82,0.87,0.71,0.31,0.23,0.09,0.64,0.55,2.13,0.35,0.64,0.8,0.21,0.37,150.72,322.97,4.15,2.91,64.59,172.25,204.55,0.44,0.07,0.22,183.02,247.61,183.02,-0.55,355.27,4.65,118.42,-6.98,1,0.51,0.33,0.13,0.54,0.74,64.59,0.21,0.13,0.28
S,2,2015-05-10 132610_1416-HELIUM_LC_AH_31.WAV,616,SI,2015-05-10 132610_1416-HELIUM_LC_AH.txt,31,y,35.04006693,35.45641492,50,1000,2015-05-10 132610_1416-HELIUM_LC_AH.WAV,HELIUM,0.28,0.17,2.78,10.08,0.84,0.87,0.73,0.35,0.21,0.06,0.35,0.29,3,0.06,0.06,0,0.21,0.42,150.72,322.97,4.25,3.04,53.83,172.25,204.55,0.39,0.08,0.24,183.02,236.84,183.02,-0.24,322.97,11.64,118.42,-2.33,3,0.45,0.3,0.09,0.5,0.68,53.83,0.2,0.1,0.3
S,2,2015-05-11 094910_1423-HELIUM_LC_AH_37.WAV,616,SI,2015-05-11 094910_1423-HELIUM_LC_AH.txt,37,y,52.5982183,52.94879628,50,1000,2015-05-11 094910_1423-HELIUM_LC_AH.WAV,HELIUM,0.27,0.18,2.93,11.4,0.85,0.87,0.74,0.37,0.18,0.06,0.31,0.26,3.57,0.06,0.31,0.73,0.17,0.35,129.19,366.03,3.63,2.72,32.3,236.84,183.02,0.27,0.06,0.19,172.25,204.55,193.78,-0.41,215.31,11.64,64.59,-12.8,2,0.19,0.19,0.11,0.38,0.65,32.3,0.19,0.09,0.2
S,2,2015-05-11 094910_1423-HELIUM_LC_AH_51.WAV,616,SI,2015-05-11 094910_1423-HELIUM_LC_AH.txt,51,y,68.2873476,68.50575644,50,1000,2015-05-11 094910_1423-HELIUM_LC_AH.WAV,HELIUM,0.22,0.15,2.72,10.19,0.78,0.89,0.7,0.23,0.13,0.06,0.24,0.18,2.4,0.06,0.06,0,0.09,0.22,75.36,236.84,3.94,3.16,118.42,161.48,172.25,0.41,0.05,0.11,96.89,215.31,226.08,-0.33,226.08,11.64,53.83,-12.8,1,0.27,0.27,0.14,0.5,0.68,118.42,0.23,0.07,0.11
I,NA,2015-05-27 0440_MZ000486-NIKO_LC_WE_2.WAV,616,LR,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,2,y,1.628925113,2.1858,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.32,0.17,4.95,32.44,0.84,0.87,0.73,0.39,0.26,0.17,0.42,0.26,3.71,0.42,0.2,-0.4,0.24,0.56,183.02,322.97,3.95,2.64,64.59,139.95,247.61,0.42,0.28,0.45,226.08,290.67,290.67,-0.08,301.44,9.31,150.72,-4.65,6,0.24,0.24,0.08,0.75,0.92,64.59,0.51,0.19,0.3
R,1,2015-05-27 0440_MZ000486-NIKO_LC_WE_11.WAV,812,HR,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,11,y,18.26448297,19.26178406,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.48,0.21,4.88,35.73,0.9,0.87,0.78,0.48,0.37,0.06,0.64,0.59,2.69,0.06,0.61,0.55,0.36,1,204.55,624.41,4.7,2.43,139.95,419.86,269.14,0.92,0.08,0.39,236.84,376.8,236.84,0.32,613.64,40.72,204.55,-34.91,4,0.93,0.86,0.58,0.94,0.97,139.95,0.08,0.24,0.39
S,2,2015-05-27 0440_MZ000486-NIKO_LC_WE_14.WAV,616,IN,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,14,y,23.33138007,24.2732,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.29,0.17,4.42,24.02,0.82,0.87,0.71,0.28,0.21,0.06,0.42,0.37,5,0.06,0.06,0,0.21,0.94,161.48,419.86,3.37,2.36,21.53,258.38,193.78,0.4,0.19,0.49,183.02,204.55,193.78,-0.18,247.61,12.8,86.13,-11.64,2,0.39,0.3,0.17,0.5,0.69,21.53,0.2,0.1,0.24
S,2,2015-05-27 0440_MZ000486-NIKO_LC_WE_15.WAV,616,LR,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,15,y,26.12653989,27.09059761,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.29,0.17,3.09,13.07,0.87,0.87,0.75,0.34,0.2,0.09,0.5,0.4,7.36,0.28,0.09,-0.19,0.21,0.96,139.95,409.09,4.2,2.76,43.06,269.14,193.78,0.29,0.21,0.74,172.25,215.31,193.78,-0.19,258.38,13.96,75.36,-15.13,4,0.26,0.2,0.07,0.43,0.84,43.06,0.22,0.1,0.26
I,2,2015-05-27 0440_MZ000486-NIKO_LC_WE_23.WAV,812,IN,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,23,y,41.5824013,42.48828313,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.33,0.2,4.24,28.47,0.89,0.87,0.77,0.44,0.22,0.06,0.53,0.48,8,0.28,0.28,0,0.17,0.91,129.19,613.64,4.78,3.13,86.13,484.45,204.55,0.2,0.25,0.68,161.48,247.61,193.78,-0.2,441.39,31.42,75.36,-31.42,10,0.15,0.12,0.05,0.4,0.81,86.13,0.28,0.09,0.23
S,2,2015-05-27 0440_MZ000486-NIKO_LC_WE_31.WAV,616,SI,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,31,y,51.7740089,52.371,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.27,0.21,2.47,8.89,0.87,0.87,0.76,0.41,0.18,0.06,0.28,0.22,11.5,0.24,0.06,-0.31,0.21,0.6,107.66,279.91,3.95,2.83,43.06,172.25,183.02,0.13,0.14,0.38,161.48,204.55,183.02,-0.22,258.38,13.96,64.59,-10.47,2,0.08,0.08,0.03,0.31,0.67,43.06,0.23,0.08,0.18
S,2,2015-05-27 0440_MZ000486-NIKO_LC_WE_37.WAV,616,SI,2015-05-27 0440_MZ000486-NIKO_LC_WE.txt,37,y,58.6015,58.98612556,50,1000,2015-05-27 0440_MZ000486-NIKO_LC_WE.WAV,NIKO,0.3,0.2,2.19,8.07,0.9,0.87,0.78,0.5,0.19,0.06,0.31,0.26,4,0.06,0.06,0,0.21,0.38,96.89,312.2,3.73,3.25,32.3,215.31,193.78,0.2,0.07,0.26,172.25,204.55,193.78,-0.34,247.61,12.8,75.36,-10.47,2,0.15,0.12,0.05,0.32,0.73,32.3,0.2,0.09,0.2
R,1,2015-06-08 044530_1447-TOMI_LC_AH_5.WAV,16,IN,2015-06-08 044530_1447-TOMI_LC_AH.txt,5,y,6.002626327,6.669476056,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.44,0.14,2.99,12.16,0.84,0.87,0.73,0.3,0.45,0.2,0.57,0.37,9.7,0.31,0.5,0.28,0.43,0.67,193.78,516.75,4.5,3.25,96.89,322.97,430.63,0.77,0.35,0.56,387.56,484.45,484.45,0.05,527.52,27.93,193.78,-26.76,11,0.8,0.32,0.08,0.86,0.94,96.89,0.54,0.19,0.53
R,NA,2015-06-08 044530_1447-TOMI_LC_AH_10.WAV,16,HR,2015-06-08 044530_1447-TOMI_LC_AH.txt,10,y,13.97730144,14.79622373,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.48,0.11,3.61,16.46,0.79,0.87,0.69,0.21,0.41,0.06,0.57,0.51,5,0.06,0.06,0,0.55,0.82,183.02,538.28,3.94,3.06,43.06,355.27,516.75,0.59,0.19,0.64,484.45,527.52,527.52,0.12,549.05,9.31,107.66,-24.43,6,0.59,0.49,0.11,0.73,0.9,43.06,0.24,0.16,0.53
I,NA,2015-06-08 044530_1447-TOMI_LC_AH_14.WAV,812,LR,2015-06-08 044530_1447-TOMI_LC_AH.txt,14,y,20.19698806,21.03034104,50,1000,2015-06-08 044530_1447-TOMI_LC_AH.WAV,TOMI,0.39,0.18,8.65,90.92,0.79,0.87,0.69,0.31,0.32,0.06,0.5,0.44,2.67,0.06,0.2,0.18,0.32,0.83,161.48,495.22,4.33,2.14,96.89,333.73,312.2,0.84,0.37,0.69,226.08,322.97,172.25,0.01,484.45,23.27,161.48,-31.42,6,0.93,0.46,0.11,0.91,0.96,96.89,0.45,0.17,0.33
