meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5%.Hz,Freq.95%.Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50%.Hz,BW.90%.Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50%.s,Dur.90%.s,Freq.25%.Hz,Freq.75%.Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz/ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz/ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz/ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25%.Rel.,Time.5%.Rel.,Time.75%.Rel.,Time.95%.Rel.,Freq_IQR,Time_IQR,F0_min,F0_max,Pulse.Type,member_V1,member_V2,Typicality(d),Cluster,Typical,Atypical,Cluster_Typical,Cluster_Atypical
0.29,0.16,2.99,13.17,0.84,0.89,0.75,0.33,0.21,0.09,0.31,0.22,2.17,0.2,0.09,-0.48,0.24,0.23,96.89,355.27,4.29,3.45,53.83,258.38,236.84,0.46,0.06,0.15,193.78,247.61,236.84,-0.3,258.38,12.8,86.13,-11.64,2,0.42,0.33,0.17,0.63,0.83,53.83,0.29,0.08,0.13,SI,0.000227591,0.999772409,0.999544817,2,TRUE,FALSE,2,NA
0.3,0.14,2.88,11.12,0.82,0.89,0.73,0.27,0.25,0.17,0.46,0.29,2.75,0.39,0.24,-0.6,0.21,0.25,172.25,387.56,3.86,3.29,43.06,215.31,215.31,0.31,0.06,0.15,193.78,236.84,215.31,-0.19,269.14,12.8,150.72,-2.33,2,0.27,0.23,0.15,0.46,0.77,43.06,0.23,0.16,0.22,SI,0.000590737,0.999409263,0.998818527,2,TRUE,FALSE,2,NA
0.32,0.2,3.36,14.61,0.87,0.87,0.75,0.44,0.22,0.06,0.83,0.77,5.24,0.31,0.09,-0.42,0.21,0.52,150.72,775.13,4.43,3.56,53.83,624.41,204.55,0.32,0.12,0.31,183.02,236.84,215.31,0.04,279.91,29.67,96.89,-27.69,7,0.24,0.23,0.09,0.46,0.69,53.83,0.23,0.11,0.26,SI,0.012342501,0.987657499,0.975314998,2,FALSE,FALSE,NA,NA
0.29,0.18,2.97,12.81,0.86,0.87,0.75,0.39,0.21,0.06,0.72,0.66,5.61,0.28,0.31,0.08,0.21,0.47,139.95,301.44,3.85,3.28,32.3,161.48,193.78,0.22,0.1,0.28,183.02,215.31,204.55,0.05,290.67,27.69,86.13,-23.74,5,0.15,0.14,0.07,0.35,0.68,32.3,0.21,0.1,0.21,SI,0.000103968,0.999896032,0.999792064,2,TRUE,FALSE,2,NA
0.3,0.21,2,6.47,0.87,0.87,0.76,0.4,0.18,0.06,0.42,0.37,4.6,0.28,0.06,-0.58,0.21,0.38,139.95,290.67,3.74,3.5,32.3,150.72,193.78,0.13,0.05,0.21,183.02,215.31,204.55,-0.03,279.91,25.71,86.13,-25.71,7,0.1,0.09,0.04,0.22,0.61,32.3,0.13,0.1,0.2,SI,8.65E-05,0.999913453,0.999826907,2,TRUE,FALSE,2,NA
0.29,0.21,2.89,11.81,0.86,0.87,0.75,0.43,0.19,0.06,0.31,0.26,2.43,0.31,0.06,-0.68,0.21,0.38,129.19,312.2,4,3.7,43.06,183.02,204.55,0.28,0.05,0.19,183.02,226.08,204.55,-0.12,279.91,33.63,64.59,-3.96,2,0.25,0.2,0.1,0.35,0.61,43.06,0.14,0.09,0.22,SI,5.62E-05,0.999943815,0.999887631,2,TRUE,FALSE,2,NA
0.3,0.21,2.14,7.07,0.88,0.87,0.77,0.44,0.18,0.09,0.57,0.48,2.85,0.28,0.24,-0.09,0.21,0.41,118.42,333.73,4.11,3.43,53.83,215.31,204.55,0.22,0.07,0.29,172.25,226.08,193.78,-0.35,236.84,1.98,86.13,-1.98,3,0.2,0.15,0.07,0.31,0.78,53.83,0.16,0.1,0.21,SI,7.88E-05,0.999921155,0.99984231,2,TRUE,FALSE,2,NA
0.3,0.14,4.45,26.41,0.79,0.87,0.68,0.2,0.27,0.06,0.5,0.44,3.42,0.31,0.06,-0.29,0.24,0.88,193.78,452.16,2.92,2.27,43.06,258.38,236.84,0.59,0.24,0.53,215.31,258.38,215.31,0.3,473.69,79.12,150.72,-45.21,8,0.69,0.39,0.14,0.67,0.75,43.06,0.28,0.09,0.29,SI,0.155632987,0.844367013,0.688734026,2,FALSE,TRUE,NA,2
0.29,0.19,3.15,14.06,0.87,0.87,0.75,0.39,0.24,0.06,0.94,0.88,3.83,0.28,0.06,-0.31,0.24,0.72,172.25,279.91,2.93,2.58,43.06,107.66,236.84,0.23,0.14,0.48,215.31,258.38,215.31,0.67,753.59,180.85,64.59,-33.91,7,0.25,0.11,0.04,0.32,0.71,43.06,0.2,0.08,0.26,SI,0.274178706,0.725821294,0.451642589,2,FALSE,TRUE,NA,2
0.31,0.19,2.42,9.18,0.89,0.87,0.77,0.41,0.23,0.06,0.64,0.59,4.88,0.28,0.06,-0.3,0.24,0.73,172.25,279.91,2.98,2.69,43.06,107.66,236.84,0.19,0.09,0.51,215.31,258.38,215.31,-0.09,430.63,39.56,64.59,-39.56,13,0.2,0.12,0.05,0.24,0.75,43.06,0.13,0.08,0.26,SI,0.002116266,0.997883734,0.995767468,2,TRUE,FALSE,2,NA
0.29,0.17,2.03,6.97,0.88,0.87,0.77,0.37,0.21,0.06,0.35,0.29,5,0.28,0.06,-0.3,0.24,0.73,172.25,279.91,2.88,2.69,43.06,107.66,215.31,0.16,0.07,0.48,193.78,236.84,215.31,-0.24,301.44,39.56,64.59,-33.91,11,0.16,0.1,0.04,0.2,0.71,43.06,0.1,0.08,0.25,SI,0.000330575,0.999669425,0.999338851,2,TRUE,FALSE,2,NA
0.28,0.18,2.52,9.85,0.87,0.87,0.75,0.38,0.2,0.06,0.39,0.33,6.22,0.28,0.06,-0.36,0.24,0.62,172.25,279.91,2.76,2.71,43.06,107.66,215.31,0.17,0.06,0.33,193.78,236.84,215.31,-0.28,301.44,33.91,64.59,-28.26,7,0.17,0.12,0.06,0.22,0.59,43.06,0.1,0.07,0.24,SI,0.000110689,0.999889311,0.999778622,2,TRUE,FALSE,2,NA
0.26,0.19,2.57,9.64,0.85,0.87,0.74,0.35,0.21,0.06,0.31,0.26,6.43,0.24,0.06,-0.35,0.21,0.53,129.19,258.38,2.64,2.87,21.53,129.19,193.78,0.09,0.05,0.25,193.78,215.31,193.78,-0.04,279.91,39.56,64.59,-45.21,6,0.07,0.07,0.04,0.15,0.51,21.53,0.09,0.06,0.2,SI,0.000257771,0.999742229,0.999484459,2,TRUE,FALSE,2,NA
0.24,0.18,2.25,7.47,0.85,0.87,0.73,0.32,0.18,0.06,0.68,0.62,5.18,0.24,0.24,0,0.21,0.46,86.13,279.91,2.95,2.91,43.06,193.78,193.78,0.1,0.08,0.22,172.25,215.31,193.78,-0.38,301.44,45.21,64.59,-45.21,12,0.07,0.07,0.04,0.26,0.51,43.06,0.18,0.06,0.19,SI,0.000740417,0.999259583,0.998519165,2,TRUE,FALSE,2,NA
0.28,0.25,2.74,10.08,0.86,0.87,0.75,0.46,0.16,0.06,0.72,0.66,5.33,0.17,0.53,0.98,0.09,0.47,86.13,301.44,3.65,2.95,86.13,215.31,193.78,0.32,0.14,0.29,150.72,236.84,193.78,0,301.44,45.21,64.59,-28.26,7,0.04,0.11,0.03,0.41,0.66,86.13,0.31,0.06,0.17,SI,0.007561576,0.992438424,0.984876847,2,TRUE,FALSE,2,NA
0.26,0.2,2.19,6.89,0.86,0.87,0.75,0.39,0.18,0.09,0.86,0.77,2.95,0.24,0.17,-0.16,0.21,0.36,86.13,301.44,3.5,2.96,107.66,215.31,215.31,0.34,0.06,0.22,129.19,236.84,215.31,-0.18,279.91,39.56,64.59,-39.56,4,0.37,0.24,0.05,0.41,0.69,107.66,0.17,0.06,0.12,SI,0.000613081,0.999386919,0.998773839,2,TRUE,FALSE,2,NA
0.26,0.19,3.93,21.52,0.83,0.87,0.72,0.36,0.23,0.06,0.94,0.88,4.38,0.24,0.06,-0.39,0.21,0.33,64.59,301.44,3.54,3.19,86.13,236.84,193.78,0.29,0.1,0.2,150.72,236.84,193.78,-0.07,301.44,33.91,64.59,-45.21,11,0.06,0.12,0.05,0.43,0.67,86.13,0.31,0.06,0.16,SI,0.001659523,0.998340477,0.996680954,2,TRUE,FALSE,2,NA
0.26,0.19,3.45,16.77,0.83,0.87,0.72,0.35,0.26,0.09,0.94,0.85,3.26,0.2,0.17,-0.11,0.21,0.37,64.59,258.38,3.26,3.29,129.19,193.78,172.25,0.21,0.06,0.23,86.13,215.31,215.31,-0.06,236.84,45.21,64.59,-39.56,12,0.11,0.13,0.08,0.31,0.69,129.19,0.17,0.04,0.08,SI,0.002118925,0.997881075,0.99576215,2,TRUE,FALSE,2,NA
0.28,0.13,2.04,5.99,0.82,0.87,0.71,0.22,0.28,0.06,0.39,0.33,3.56,0.06,0.06,0,0.32,0.47,161.48,366.03,4.28,2.61,139.95,204.55,247.61,0.66,0.29,0.35,193.78,333.73,344.5,-0.4,355.27,4.24,161.48,-1.41,2,0.1,0.13,0.07,0.75,0.82,139.95,0.62,0.12,0.34,SI,0.016822361,0.983177639,0.966355277,2,FALSE,FALSE,NA,NA
0.29,0.17,3.07,12.47,0.85,0.87,0.74,0.32,0.22,0.06,0.53,0.48,4.08,0.24,0.06,-0.27,0.17,0.69,150.72,441.39,4.05,2.82,43.06,290.67,193.78,0.28,0.12,0.45,172.25,215.31,183.02,-0.05,269.14,15.54,118.42,-1.41,4,0.28,0.22,0.12,0.4,0.79,43.06,0.18,0.08,0.26,SI,1.02E-05,0.99998983,0.99997966,2,TRUE,FALSE,2,NA
0.28,0.18,2.42,8.74,0.88,0.87,0.76,0.38,0.19,0.06,0.31,0.26,6,0.06,0.06,0,0.21,0.64,129.19,376.8,4.13,2.99,53.83,247.61,193.78,0.2,0.09,0.43,172.25,226.08,183.02,-0.22,236.84,14.13,53.83,-12.72,3,0.22,0.16,0.07,0.3,0.76,53.83,0.14,0.07,0.24,SI,8.82E-06,0.999991184,0.999982367,2,TRUE,FALSE,2,NA
0.29,0.18,2.69,10.19,0.87,0.87,0.76,0.37,0.21,0.06,0.53,0.48,4.31,0.06,0.28,0.34,0.17,0.66,139.95,430.63,4.23,2.95,53.83,290.67,193.78,0.26,0.12,0.48,172.25,226.08,193.78,-0.25,258.38,14.13,64.59,-12.72,3,0.24,0.2,0.08,0.39,0.82,53.83,0.19,0.09,0.26,SI,5.96E-05,0.999940399,0.999880797,2,TRUE,FALSE,2,NA
0.27,0.18,1.93,5.83,0.87,0.87,0.76,0.34,0.2,0.06,0.46,0.4,4.27,0.06,0.09,0.06,0.21,0.59,118.42,333.73,3.86,3.14,43.06,215.31,204.55,0.17,0.05,0.31,183.02,226.08,215.31,-0.29,236.84,14.13,53.83,-14.13,3,0.14,0.13,0.06,0.22,0.6,43.06,0.09,0.06,0.23,SI,1.71E-05,0.9999829,0.999965799,2,TRUE,FALSE,2,NA
0.25,0.18,2.05,6.39,0.86,0.87,0.75,0.35,0.18,0.06,0.31,0.26,6,0.2,0.06,-0.28,0.21,0.52,129.19,236.84,3.36,3.13,21.53,107.66,193.78,0.12,0.05,0.21,183.02,204.55,204.55,-0.06,215.31,16.95,53.83,-1.41,1,0.09,0.07,0.04,0.18,0.46,21.53,0.1,0.06,0.2,SI,5.98E-05,0.999940167,0.999880334,2,TRUE,FALSE,2,NA
0.26,0.18,2.34,8.28,0.86,0.87,0.74,0.35,0.18,0.06,0.42,0.37,4.2,0.06,0.06,0,0.21,0.46,129.19,236.84,3.45,2.93,32.3,107.66,193.78,0.19,0.05,0.2,183.02,215.31,204.55,-0.36,226.08,0,64.59,-1.41,0,0.15,0.14,0.08,0.24,0.53,32.3,0.1,0.07,0.21,SI,3.83E-05,0.999961721,0.999923443,2,TRUE,FALSE,2,NA
0.26,0.18,2.12,7.21,0.86,0.87,0.75,0.34,0.21,0.06,0.46,0.4,3.09,0.06,0.06,0,0.21,0.47,129.19,247.61,3.76,3.25,43.06,118.42,204.55,0.17,0.04,0.2,183.02,226.08,193.78,0,226.08,22.61,53.83,-15.54,3,0.18,0.13,0.07,0.22,0.5,43.06,0.08,0.06,0.22,SI,4.06E-05,0.999959403,0.999918807,2,TRUE,FALSE,2,NA
0.23,0.16,2.2,7.16,0.82,0.88,0.72,0.27,0.16,0.06,0.24,0.18,2,0.2,0.06,-0.59,0.17,0.25,96.89,344.5,4.32,3.52,53.83,247.61,183.02,0.16,0.06,0.11,150.72,204.55,183.02,-0.53,215.31,12.72,53.83,-15.54,2,0.09,0.09,0.03,0.34,0.5,53.83,0.25,0.06,0.11,SI,4.85E-05,0.999951532,0.999903064,2,TRUE,FALSE,2,NA
0.27,0.2,6.11,53.48,0.8,0.87,0.69,0.33,0.17,0.06,0.28,0.22,2.33,0.2,0.06,-0.17,0.17,0.85,129.19,215.31,3.33,2.47,43.06,86.13,172.25,0.2,0.13,0.58,150.72,193.78,183.02,-0.14,236.84,4.09,118.42,-10.23,6,0.18,0.16,0.09,0.31,0.77,43.06,0.15,0.12,0.21,SI,0.000592253,0.999407747,0.998815493,2,TRUE,FALSE,2,NA
0.23,0.18,5.67,37.72,0.77,0.87,0.67,0.27,0.16,0.13,0.24,0.11,1.33,0.24,0.17,-0.09,0.17,0.81,118.42,204.55,3.47,2.37,43.06,86.13,161.48,0.22,0.29,0.59,139.95,183.02,183.02,-0.15,204.55,2.05,86.13,-2.05,4,0.12,0.12,0.05,0.48,0.78,43.06,0.36,0.1,0.19,SI,0.000496286,0.999503714,0.999007428,2,TRUE,FALSE,2,NA
0.23,0.2,8.64,89.17,0.76,0.87,0.66,0.31,0.15,0.09,0.24,0.15,2.5,0.24,0.09,-0.19,0.13,0.78,107.66,193.78,3.35,2.36,32.3,86.13,129.19,0.42,0.34,0.6,118.42,150.72,183.02,-0.14,204.55,2.05,86.13,-2.05,1,0.07,0.18,0.06,0.62,0.84,32.3,0.44,0.09,0.18,SI,0.018475829,0.981524171,0.963048341,2,FALSE,FALSE,NA,NA
0.21,0.17,7.07,58.47,0.68,0.87,0.6,0.24,0.14,0.13,0.17,0.04,1,0.17,0.13,-0.1,0.13,0.37,96.89,161.48,2.94,2.39,21.53,64.59,129.19,0.48,0.17,0.31,118.42,139.95,150.72,-0.18,172.25,2.05,107.66,-2.05,2,0.07,0.23,0.06,0.71,0.9,21.53,0.48,0.11,0.14,SI,0.01284323,0.98715677,0.974313541,2,FALSE,FALSE,NA,NA
0.31,0.15,4.01,19.08,0.78,0.87,0.68,0.19,0.25,0.06,0.94,0.88,3,0.2,0.06,-0.15,0.24,0.96,193.78,279.91,3.46,2.76,32.3,86.13,247.61,0.54,0.19,0.39,226.08,258.38,258.38,-0.7,990.44,124.82,75.36,-126.87,5,0.47,0.47,0.38,0.67,0.79,32.3,0.2,0.12,0.33,SI,0.627248252,0.372751748,0.254496505,1,FALSE,TRUE,NA,1
0.36,0.18,4.86,30.99,0.81,0.87,0.71,0.26,0.27,0.06,0.31,0.26,6.43,0.2,0.24,0.04,0.28,1,215.31,452.16,3.61,2.81,21.53,236.84,269.14,0.51,0.14,0.36,258.38,279.91,279.91,-0.31,398.33,2.05,86.13,-2.05,2,0.45,0.45,0.37,0.59,0.73,21.53,0.14,0.13,0.36,SI,0.047175603,0.952824397,0.905648794,2,FALSE,FALSE,NA,NA
0.4,0.25,1.61,4.21,0.91,0.87,0.79,0.51,0.33,0.09,0.94,0.85,3.17,0.94,0.09,-0.91,0.21,0.93,150.72,592.11,4.64,3.35,75.36,441.39,204.55,0.75,0.15,0.54,183.02,258.38,172.25,-0.27,915.08,110.5,75.36,-83.9,1,0.82,0.64,0.31,0.81,0.89,75.36,0.16,0.12,0.42,SI,0.861984109,0.138015891,0.723968217,1,FALSE,TRUE,NA,1
0.23,0.15,2.98,11.48,0.82,0.87,0.71,0.25,0.18,0.06,0.28,0.22,1.33,0.28,0.06,-0.25,0.17,0.87,118.42,258.38,3.99,2.64,43.06,139.95,183.02,0.27,0.18,0.61,161.48,204.55,204.55,-0.24,269.14,2.05,64.59,-2.05,2,0.2,0.2,0.09,0.4,0.8,43.06,0.21,0.09,0.26,SI,1.55E-05,0.999984548,0.999969097,2,TRUE,FALSE,2,NA
0.22,0.14,4.16,22.3,0.79,0.87,0.69,0.21,0.18,0.06,0.35,0.29,1.25,0.35,0.06,-0.36,0.17,0.82,118.42,269.14,4,2.62,53.83,150.72,172.25,0.29,0.26,0.57,150.72,204.55,204.55,-0.32,322.97,0,64.59,-2.05,0,0.15,0.17,0.1,0.5,0.8,53.83,0.32,0.1,0.26,SI,9.09E-05,0.999909051,0.999818102,2,TRUE,FALSE,2,NA
0.22,0.14,5.15,34.46,0.77,0.87,0.67,0.19,0.16,0.06,0.31,0.26,1.86,0.31,0.06,-0.34,0.13,0.76,107.66,258.38,3.83,2.71,53.83,150.72,150.72,0.27,0.34,0.57,129.19,183.02,172.25,-0.24,247.61,0,64.59,-2.05,0,0.14,0.14,0.07,0.58,0.82,53.83,0.44,0.1,0.19,SI,0.000386174,0.999613826,0.999227652,2,TRUE,FALSE,2,NA
0.2,0.13,4.49,24.62,0.77,0.87,0.67,0.17,0.16,0.06,0.28,0.22,1.67,0.28,0.06,-0.3,0.13,0.72,107.66,236.84,3.91,2.65,64.59,129.19,161.48,0.2,0.25,0.49,129.19,193.78,172.25,-0.28,269.14,0,64.59,-2.05,0,0.16,0.13,0.07,0.48,0.76,64.59,0.35,0.08,0.21,SI,0.000100175,0.999899825,0.999799651,2,TRUE,FALSE,2,NA
0.19,0.13,4.54,25.19,0.76,0.87,0.66,0.18,0.14,0.06,0.24,0.18,1.8,0.24,0.06,-0.3,0.13,0.62,96.89,226.08,3.89,2.49,53.83,129.19,139.95,0.25,0.18,0.38,118.42,172.25,172.25,-0.28,236.84,0,64.59,-2.05,0,0.13,0.15,0.08,0.45,0.71,53.83,0.3,0.09,0.18,SI,8.91E-05,0.999910906,0.999821812,2,TRUE,FALSE,2,NA
0.21,0.15,2.88,10.44,0.79,0.87,0.68,0.22,0.15,0.06,0.28,0.22,1.33,0.28,0.06,-0.55,0.13,0.4,96.89,258.38,4.02,2.71,53.83,161.48,150.72,0.29,0.11,0.22,118.42,172.25,161.48,-0.36,236.84,2.05,75.36,-2.05,1,0.21,0.21,0.13,0.48,0.69,53.83,0.27,0.09,0.18,SI,2.93E-05,0.99997073,0.99994146,2,TRUE,FALSE,2,NA
0.2,0.14,2.88,10.42,0.78,0.87,0.68,0.2,0.15,0.09,0.35,0.26,1.71,0.2,0.13,-0.18,0.13,0.42,96.89,236.84,4,2.72,53.83,139.95,150.72,0.32,0.12,0.25,118.42,172.25,161.48,-0.42,269.14,2.05,86.13,-2.05,1,0.24,0.22,0.13,0.5,0.73,53.83,0.28,0.08,0.19,SI,2.98E-05,0.99997024,0.99994048,2,TRUE,FALSE,2,NA
0.19,0.13,4.71,29.27,0.77,0.87,0.66,0.19,0.14,0.06,0.24,0.18,1.4,0.24,0.06,-0.36,0.13,0.51,86.13,236.84,4.02,2.58,75.36,150.72,129.19,0.34,0.17,0.31,107.66,183.02,193.78,-0.28,215.31,2.05,64.59,-2.05,1,0.09,0.16,0.06,0.49,0.68,75.36,0.34,0.08,0.2,SI,0.000102654,0.999897346,0.999794692,2,TRUE,FALSE,2,NA
0.17,0.15,4.28,21.18,0.73,0.87,0.63,0.18,0.12,0.06,0.31,0.26,4.14,0.24,0.06,-0.32,0.09,0.57,75.36,247.61,3.63,2.53,32.3,172.25,118.42,0.28,0.11,0.28,96.89,129.19,107.66,-0.23,215.31,2.05,75.36,-2.05,1,0.31,0.2,0.1,0.38,0.6,32.3,0.19,0.08,0.17,SI,0.000185688,0.999814312,0.999628625,2,TRUE,FALSE,2,NA
0.25,0.19,8.44,87.29,0.77,0.87,0.66,0.3,0.16,0.13,0.31,0.18,2.4,0.2,0.13,-0.09,0.13,0.78,96.89,301.44,3.28,2.59,21.53,204.55,129.19,0.51,0.3,0.59,118.42,139.95,118.42,-0.11,312.2,18.13,96.89,-21.43,2,0.51,0.32,0.11,0.71,0.89,21.53,0.39,0.1,0.15,SI,0.041066995,0.958933005,0.91786601,2,FALSE,FALSE,NA,NA
0.27,0.16,4.42,31.56,0.84,0.87,0.73,0.27,0.2,0.06,0.35,0.29,4.5,0.35,0.06,-0.32,0.17,0.92,139.95,312.2,4.34,2.96,75.36,172.25,204.55,0.23,0.14,0.52,172.25,247.61,204.55,-0.27,333.73,21.06,86.13,-21.06,4,0.22,0.19,0.1,0.33,0.67,75.36,0.15,0.1,0.31,SI,2.24E-05,0.999977567,0.999955135,2,TRUE,FALSE,2,NA
0.25,0.17,2.67,10.35,0.83,0.87,0.72,0.27,0.2,0.06,0.86,0.81,3.86,0.31,0.06,-0.31,0.17,0.84,129.19,279.91,3.86,2.92,32.3,150.72,183.02,0.21,0.1,0.47,172.25,204.55,193.78,-0.26,290.67,24.89,75.36,-24.89,4,0.18,0.17,0.11,0.28,0.68,32.3,0.11,0.09,0.26,SI,0.000112791,0.999887209,0.999774419,2,TRUE,FALSE,2,NA
0.26,0.18,3.02,12.46,0.84,0.87,0.73,0.31,0.18,0.06,0.35,0.29,11,0.35,0.06,-0.34,0.21,0.86,129.19,279.91,3.76,2.93,21.53,150.72,193.78,0.21,0.08,0.51,183.02,204.55,193.78,-0.28,312.2,1.91,75.36,-5.74,4,0.19,0.17,0.09,0.27,0.69,21.53,0.1,0.09,0.25,SI,4.69E-05,0.999953095,0.99990619,2,TRUE,FALSE,2,NA
0.23,0.15,2.81,11.43,0.83,0.87,0.72,0.25,0.17,0.06,0.31,0.26,9.14,0.2,0.06,-0.19,0.17,0.77,107.66,258.38,3.7,2.8,21.53,150.72,183.02,0.2,0.09,0.49,172.25,193.78,183.02,-0.24,269.14,1.91,75.36,-1.91,1,0.18,0.15,0.08,0.27,0.72,21.53,0.12,0.09,0.22,SI,1.42E-05,0.999985845,0.999971691,2,TRUE,FALSE,2,NA
0.23,0.15,2.17,6.86,0.84,0.87,0.73,0.26,0.16,0.06,0.28,0.22,5.17,0.24,0.06,-0.25,0.21,0.73,107.66,247.61,3.97,2.66,53.83,139.95,193.78,0.19,0.1,0.44,161.48,215.31,204.55,-0.22,247.61,1.91,86.13,-1.91,2,0.15,0.13,0.07,0.26,0.68,53.83,0.13,0.09,0.22,SI,5.49E-06,0.999994514,0.999989027,2,TRUE,FALSE,2,NA
0.23,0.16,2.31,7.81,0.84,0.87,0.73,0.26,0.16,0.06,0.28,0.22,5,0.06,0.06,0,0.17,0.8,96.89,269.14,3.92,2.65,32.3,172.25,183.02,0.18,0.14,0.55,161.48,193.78,183.02,-0.27,279.91,24.89,64.59,-22.97,4,0.13,0.13,0.06,0.31,0.75,32.3,0.18,0.08,0.2,SI,8.85E-06,0.999991152,0.999982303,2,TRUE,FALSE,2,NA
0.24,0.16,2.11,6.33,0.84,0.87,0.73,0.27,0.17,0.06,0.28,0.22,7.67,0.28,0.06,-0.27,0.21,0.81,107.66,279.91,4.04,2.72,43.06,172.25,193.78,0.21,0.1,0.48,172.25,215.31,193.78,-0.23,269.14,1.91,75.36,-1.91,1,0.2,0.15,0.07,0.27,0.66,43.06,0.12,0.08,0.23,SI,9.32E-06,0.999990685,0.999981369,2,TRUE,FALSE,2,NA
0.23,0.18,3.02,13.69,0.84,0.87,0.73,0.3,0.15,0.06,0.31,0.26,2.86,0.28,0.06,-0.25,0.17,0.87,86.13,301.44,4.26,2.79,53.83,215.31,172.25,0.16,0.3,0.62,139.95,193.78,183.02,-0.21,290.67,24.89,64.59,-24.89,2,0.1,0.1,0.05,0.44,0.77,53.83,0.35,0.08,0.2,SI,1.89E-05,0.99998114,0.999962279,2,TRUE,FALSE,2,NA
0.25,0.19,2.6,9.81,0.86,0.87,0.75,0.34,0.17,0.06,0.31,0.26,4.29,0.2,0.06,-0.17,0.17,0.85,96.89,301.44,4.17,2.83,43.06,204.55,183.02,0.22,0.15,0.59,161.48,204.55,183.02,-0.24,301.44,1.91,75.36,-1.91,2,0.19,0.17,0.09,0.34,0.79,43.06,0.17,0.08,0.25,SI,7.32E-06,0.999992681,0.999985362,2,TRUE,FALSE,2,NA
0.23,0.17,4.56,25.6,0.79,0.87,0.68,0.28,0.17,0.09,0.31,0.22,5,0.24,0.09,-0.3,0.09,0.5,86.13,279.91,4.01,3,118.42,193.78,118.42,0.49,0.17,0.38,107.66,226.08,107.66,-0.11,279.91,22.97,86.13,-22.97,4,0.62,0.3,0.08,0.66,0.86,118.42,0.36,0.09,0.14,SI,0.000370575,0.999629425,0.999258849,2,TRUE,FALSE,2,NA
0.24,0.19,3.83,19.98,0.85,0.87,0.73,0.35,0.14,0.06,0.31,0.26,2.86,0.06,0.06,0,0.13,0.72,86.13,333.73,4.34,2.64,75.36,247.61,161.48,0.23,0.26,0.49,107.66,183.02,172.25,-0.3,290.67,26.8,75.36,-26.8,2,0.1,0.13,0.06,0.5,0.76,75.36,0.36,0.08,0.18,SI,2.91E-05,0.999970915,0.999941829,2,TRUE,FALSE,2,NA
0.23,0.14,3.22,14.03,0.83,0.87,0.72,0.24,0.2,0.06,0.31,0.26,12.57,0.06,0.06,0,0.21,1.01,96.89,322.97,4.21,2.97,53.83,226.08,193.78,0.22,0.33,0.66,172.25,226.08,193.78,-0.08,290.67,20.7,75.36,-12.42,6,0.13,0.13,0.07,0.46,0.73,53.83,0.33,0.08,0.26,SI,0.000226677,0.999773323,0.999546646,2,TRUE,FALSE,2,NA
0.24,0.13,2.63,10.41,0.84,0.87,0.73,0.22,0.21,0.06,0.39,0.33,6,0.31,0.09,-0.21,0.21,1.03,107.66,322.97,4.31,2.92,53.83,215.31,204.55,0.24,0.34,0.66,183.02,236.84,193.78,-0.11,322.97,19.32,75.36,-12.42,6,0.17,0.16,0.05,0.5,0.7,53.83,0.34,0.08,0.29,SI,3.60E-05,0.999964013,0.999928027,2,TRUE,FALSE,2,NA
0.25,0.14,2.17,7.73,0.86,0.87,0.75,0.26,0.22,0.09,0.35,0.26,11.86,0.28,0.09,-0.2,0.21,0.93,96.89,344.5,4.09,3.06,43.06,247.61,204.55,0.22,0.34,0.66,183.02,226.08,204.55,-0.2,279.91,17.94,75.36,-11.04,2,0.14,0.15,0.09,0.52,0.8,43.06,0.38,0.08,0.23,SI,0.000206949,0.999793051,0.999586102,2,TRUE,FALSE,2,NA
0.25,0.13,3.18,15.05,0.84,0.87,0.73,0.21,0.24,0.06,0.35,0.29,5.5,0.06,0.2,0.13,0.24,1.15,118.42,322.97,3.99,2.64,43.06,204.55,215.31,0.53,0.66,0.9,193.78,236.84,193.78,-0.09,290.67,17.94,150.72,-1.38,3,0.15,0.17,0.09,0.75,0.88,43.06,0.58,0.09,0.27,SI,0.027035077,0.972964923,0.945929847,2,FALSE,FALSE,NA,NA
0.25,0.15,2.52,10,0.85,0.87,0.74,0.27,0.23,0.06,0.31,0.26,9,0.06,0.09,0.04,0.21,1,118.42,301.44,3.95,2.81,32.3,183.02,204.55,0.2,0.47,0.73,193.78,226.08,204.55,-0.04,290.67,17.94,150.72,-1.38,3,0.12,0.12,0.05,0.59,0.79,32.3,0.47,0.09,0.23,SI,0.000701767,0.999298233,0.998596465,2,TRUE,FALSE,2,NA
