meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5%.Hz,Freq.95%.Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50%.Hz,BW.90%.Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50%.s,Dur.90%.s,Freq.25%.Hz,Freq.75%.Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz/ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz/ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz/ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25%.Rel.,Time.5%.Rel.,Time.75%.Rel.,Time.95%.Rel.,Freq_IQR,Time_IQR,F0_min,F0_max,Pulse.Type,member_V1,member_V2,Typicality(d),Cluster,Typical,Atypical,Cluster_Typical,Cluster_Atypical
0.35,0.18,5.56,40.06,0.83,0.87,0.72,0.37,0.28,0.06,0.5,0.44,4.42,0.17,0.2,0.05,0.24,0.81,172.25,462.92,4.94,3.12,64.59,290.67,242.23,0.81,0.34,0.68,199.16,263.76,188.4,0,279.91,4.18,183.02,-1.9,5,0.88,0.44,0.07,0.86,0.91,64.59,0.42,0.18,0.28,LR,0.616040262,0.383959738,0.232080524,1,FALSE,TRUE,NA,1
0.31,0.16,5.42,35.91,0.78,0.87,0.68,0.26,0.26,0.06,0.31,0.26,2.71,0.06,0.31,0.3,0.24,0.85,177.63,290.67,4.53,2.87,43.06,113.04,242.23,0.71,0.28,0.52,209.93,252.99,236.84,-0.13,296.06,3.04,166.87,-2.28,4,0.73,0.49,0.25,0.83,0.88,43.06,0.34,0.11,0.29,LR,0.164082382,0.835917618,0.671835235,2,FALSE,TRUE,NA,2
0.34,0.09,4.1,21.39,0.75,0.87,0.65,0.13,0.35,0.2,0.97,0.77,3.76,0.2,0.46,0.27,0.32,0.97,269.14,382.18,4.48,3.18,64.59,113.04,339.12,0.57,0.3,0.71,301.44,366.03,366.03,0.18,441.39,12.55,263.76,-3.42,3,0.62,0.35,0.15,0.66,0.88,64.59,0.31,0.27,0.38,LR,0.953838037,0.046161963,0.907676074,1,FALSE,FALSE,NA,NA
0.31,0.13,4.65,26.66,0.78,0.87,0.68,0.21,0.27,0.24,0.5,0.26,5.71,0.28,0.28,0,0.24,1.05,220.7,366.03,4.15,3.04,32.3,145.34,247.61,0.59,0.33,0.74,231.46,263.76,226.08,0.04,285.29,3.42,220.7,-2.66,5,0.68,0.42,0.2,0.73,0.91,32.3,0.31,0.22,0.28,LR,0.499413654,0.500586346,0.001172692,2,FALSE,TRUE,NA,2
0.33,0.12,3.2,14.47,0.75,0.89,0.67,0.22,0.31,0.2,0.39,0.18,1.6,0.2,0.28,0.32,0.36,0.23,215.31,355.27,3.7,2.78,96.89,139.95,333.73,0.58,0.09,0.16,247.61,344.5,355.27,0.63,355.27,7.27,193.78,-1.21,1,0.67,0.33,0.17,0.75,0.92,96.89,0.42,0.24,0.35,LR,0.531623311,0.468376689,0.063246621,1,FALSE,TRUE,NA,1
0.3,0.1,3.64,16.84,0.74,0.88,0.66,0.18,0.25,0.06,0.5,0.44,2.17,0.06,0.5,1.63,0.28,0.27,226.08,419.86,3.41,3.07,21.53,193.78,269.14,0.69,0.06,0.14,258.38,279.91,279.91,1.04,495.22,26.64,161.48,-8.48,3,0.76,0.55,0.38,0.79,0.93,21.53,0.24,0.19,0.27,LR,0.737801805,0.262198195,0.47560361,1,FALSE,TRUE,NA,1
0.37,0.09,3.27,14.04,0.78,0.87,0.67,0.15,0.36,0.13,0.46,0.33,5.22,0.13,0.24,0.18,0.4,0.63,236.84,419.86,4.1,2.86,64.59,183.02,366.03,0.49,0.24,0.44,322.97,387.56,366.03,0.16,441.39,19.38,183.02,-16.95,7,0.41,0.39,0.17,0.77,0.87,64.59,0.39,0.21,0.43,LR,0.803329338,0.196670662,0.606658677,1,FALSE,TRUE,NA,1
0.35,0.08,4.55,24.44,0.69,0.87,0.6,0.1,0.34,0.24,0.42,0.18,8,0.28,0.42,0.22,0.36,0.68,247.61,376.8,3.24,2.38,32.3,129.19,355.27,0.64,0.13,0.46,333.73,366.03,355.27,0.02,419.86,21.8,226.08,-16.95,4,0.61,0.53,0.2,0.73,0.89,32.3,0.2,0.23,0.37,LR,0.794040993,0.205959007,0.588081987,1,FALSE,TRUE,NA,1
0.38,0.17,3.26,13.82,0.8,0.87,0.7,0.22,0.31,0.06,0.97,0.92,3.84,0.24,0.31,0.08,0.32,0.95,247.61,355.27,3.6,2.67,32.3,107.66,322.97,0.65,0.21,0.52,301.44,333.73,333.73,0.13,398.33,10.47,204.55,-6.98,7,0.72,0.51,0.26,0.73,0.81,32.3,0.22,0.2,0.34,LR,0.897311071,0.102688929,0.794622142,1,FALSE,TRUE,NA,1
0.28,0.18,2.74,10.43,0.83,0.87,0.72,0.31,0.18,0.06,0.83,0.77,5.1,0.17,0.06,-0.13,0.13,0.83,107.66,333.73,3.99,3.02,139.95,226.08,139.95,0.42,0.38,0.65,118.42,258.38,118.42,0.49,462.92,61.09,64.59,-24.43,4,0.09,0.21,0.07,0.66,0.86,139.95,0.46,0.09,0.16,LR,0.015815904,0.984184096,0.968368191,2,FALSE,FALSE,NA,NA
0.35,0.19,5.07,38.13,0.88,0.87,0.77,0.39,0.26,0.09,0.57,0.48,10,0.2,0.28,0.07,0.21,1.13,166.87,549.05,4.98,3.57,37.68,382.18,226.08,0.34,0.44,0.85,204.55,242.23,236.84,0.04,543.66,25.49,96.89,-25.87,7,0.18,0.18,0.1,0.57,0.86,37.68,0.39,0.1,0.24,LR,0.160757885,0.839242115,0.67848423,2,FALSE,TRUE,NA,2
0.39,0.2,3.44,18.92,0.89,0.87,0.78,0.44,0.27,0.06,0.61,0.55,9.6,0.06,0.06,0,0.21,1.12,161.48,570.58,5.65,3.76,172.25,409.09,226.08,0.35,0.51,0.89,188.4,360.65,226.08,0.05,565.2,26.63,96.89,-25.87,9,0.12,0.15,0.06,0.62,0.87,172.25,0.46,0.09,0.23,LR,0.426597256,0.573402744,0.146805487,2,FALSE,TRUE,NA,2
0.33,0.19,2.41,9.64,0.9,0.87,0.78,0.44,0.24,0.09,0.57,0.48,8.38,0.24,0.13,-0.11,0.17,1.04,129.19,532.9,5.9,4.06,123.81,403.71,209.93,0.38,0.45,0.75,166.87,290.67,199.16,0.06,290.67,11.41,86.13,-9.51,6,0.18,0.19,0.05,0.63,0.78,123.81,0.44,0.08,0.21,LR,0.028490501,0.971509499,0.943018997,2,FALSE,FALSE,NA,NA
0.3,0.17,2,6.75,0.89,0.87,0.78,0.39,0.23,0.06,0.53,0.48,8.31,0.06,0.06,0,0.24,1.02,113.04,495.22,5.76,4.04,91.51,382.18,209.93,0.41,0.37,0.67,172.25,263.76,199.16,-0.08,274.52,11.79,80.74,-10.65,5,0.23,0.23,0.08,0.59,0.75,91.51,0.37,0.08,0.21,LR,0.00419032,0.99580968,0.991619359,2,TRUE,FALSE,2,NA
0.31,0.18,2.54,9.97,0.89,0.87,0.78,0.41,0.24,0.06,0.53,0.48,7.23,0.06,0.28,0.22,0.24,1,123.81,500.6,5.63,3.78,91.51,376.8,209.93,0.46,0.45,0.76,177.63,269.14,199.16,0.08,285.29,11.03,96.89,-9.13,4,0.2,0.22,0.07,0.68,0.86,91.51,0.46,0.08,0.21,LR,0.03937386,0.96062614,0.921252281,2,FALSE,FALSE,NA,NA
0.35,0.2,3.38,15.81,0.89,0.87,0.77,0.44,0.21,0.09,0.35,0.26,5.43,0.2,0.28,0.07,0.21,1.05,145.34,538.28,5.42,3.52,91.51,392.95,199.16,0.42,0.45,0.83,177.63,269.14,199.16,0.07,274.52,12.17,96.89,-10.27,5,0.21,0.22,0.07,0.66,0.88,91.51,0.44,0.09,0.21,LR,0.031687458,0.968312542,0.936625084,2,FALSE,FALSE,NA,NA
0.3,0.18,2.76,11.18,0.88,0.87,0.77,0.38,0.23,0.06,0.53,0.48,5.38,0.2,0.06,-0.15,0.24,0.96,113.04,511.37,5.71,3.92,96.89,398.33,226.08,0.43,0.41,0.69,166.87,263.76,199.16,0.09,279.91,12.55,91.51,-8.37,8,0.13,0.19,0.07,0.63,0.81,96.89,0.43,0.08,0.2,LR,0.006858226,0.993141774,0.986283549,2,TRUE,FALSE,2,NA
0.32,0.19,1.41,4.04,0.9,0.87,0.78,0.42,0.23,0.06,0.53,0.48,7.62,0.31,0.13,-0.26,0.17,0.71,102.27,559.81,6.02,4.45,134.57,457.54,231.46,0.45,0.27,0.5,166.87,301.44,188.4,-0.11,306.82,9.89,86.13,-9.13,6,0.22,0.24,0.08,0.63,0.8,134.57,0.39,0.08,0.19,LR,0.01119181,0.98880819,0.977616379,2,TRUE,FALSE,2,NA
0.3,0.18,1.96,6.68,0.9,0.87,0.78,0.41,0.21,0.06,0.53,0.48,5.85,0.06,0.06,0,0.17,0.81,102.27,559.81,5.98,4.48,102.27,457.54,231.46,0.41,0.27,0.5,172.25,274.52,193.78,-0.01,269.14,11.41,75.36,-11.41,7,0.16,0.21,0.09,0.55,0.71,102.27,0.34,0.06,0.19,LR,0.003267235,0.996732765,0.993465531,2,TRUE,FALSE,2,NA
0.4,0.09,4.34,23.74,0.73,0.87,0.63,0.14,0.38,0.06,0.72,0.66,6.11,0.2,0.06,-0.15,0.4,0.95,344.5,419.86,3.78,3.29,26.91,75.36,409.09,0.59,0.18,0.45,387.56,414.48,414.48,0.09,419.86,13.31,226.08,-6.85,8,0.67,0.48,0.29,0.68,0.77,26.92,0.2,0.11,0.42,LR,0.883447614,0.116552386,0.766895228,1,FALSE,TRUE,NA,1
0.28,0.13,3.24,14.45,0.83,0.87,0.72,0.25,0.25,0.06,0.39,0.33,6.22,0.2,0.06,-0.17,0.21,0.85,172.25,360.65,4.98,3.54,107.66,188.4,215.31,0.51,0.31,0.51,199.16,306.82,204.55,-0.26,312.2,9.51,96.89,-9.89,2,0.54,0.2,0.07,0.58,0.68,107.66,0.37,0.11,0.31,LR,0.000220542,0.999779458,0.999558916,2,TRUE,FALSE,2,NA
0.44,0.08,3.79,18,0.76,0.87,0.66,0.11,0.41,0.06,0.5,0.44,4.5,0.06,0.35,0.33,0.47,0.88,285.29,484.45,4.61,3.65,43.06,199.16,462.92,0.51,0.18,0.52,430.63,473.69,468.31,0.11,484.45,6.85,193.78,-7.99,2,0.51,0.39,0.21,0.61,0.82,43.06,0.21,0.2,0.49,LR,0.953240787,0.046759213,0.906481573,1,FALSE,FALSE,NA,NA
0.51,0.21,2.65,10.77,0.88,0.87,0.77,0.35,0.39,0.06,0.79,0.73,5.6,0.06,0.28,0.19,0.4,1.13,226.08,775.13,4.96,3.05,129.19,549.05,322.97,0.77,0.48,0.94,269.14,398.33,269.14,-0.02,764.36,59.34,204.55,-59.34,9,0.88,0.45,0.08,0.87,0.91,129.19,0.42,0.21,0.42,LR,0.999365683,0.000634317,0.998731366,1,TRUE,FALSE,1,NA
0.48,0.13,6,45.24,0.71,0.87,0.62,0.19,0.45,0.2,0.5,0.29,4.38,0.24,0.5,0.52,0.47,0.5,398.33,484.45,3.13,2.87,21.53,86.13,452.16,0.58,0.12,0.34,441.39,462.92,452.16,0.02,484.45,35.6,258.38,-27.69,9,0.58,0.47,0.22,0.71,0.91,21.53,0.24,0.21,0.47,LR,0.977362174,0.022637826,0.954724348,1,FALSE,FALSE,NA,NA
0.46,0.16,3.74,19.61,0.84,0.87,0.73,0.3,0.4,0.06,0.5,0.44,5.08,0.06,0.31,0.28,0.32,0.92,269.14,473.69,4.28,3.12,139.95,204.55,322.97,0.86,0.27,0.65,290.67,430.63,301.44,0.43,581.34,55.38,193.78,-19.78,10,0.89,0.6,0.22,0.9,0.94,139.95,0.29,0.22,0.47,LR,0.997839462,0.002160538,0.995678923,1,TRUE,FALSE,1,NA
0.34,0.19,4.34,25.31,0.87,0.87,0.76,0.4,0.26,0.06,0.53,0.48,5.31,0.06,0.09,0.03,0.21,1.12,172.25,462.92,4.22,2.74,172.25,290.67,215.31,0.33,0.43,0.81,193.78,366.03,204.55,-0.03,452.16,24.43,86.13,-24.43,5,0.34,0.17,0.09,0.55,0.81,172.25,0.39,0.1,0.25,LR,0.035847311,0.964152689,0.928305378,2,FALSE,FALSE,NA,NA
0.32,0.19,3.39,15.11,0.87,0.87,0.76,0.38,0.21,0.06,0.31,0.26,4.86,0.06,0.06,0,0.21,1.05,161.48,430.63,3.83,2.65,32.3,269.14,204.55,0.29,0.29,0.71,183.02,215.31,204.55,0.01,301.44,16.29,86.13,-12.8,6,0.27,0.19,0.09,0.46,0.78,32.3,0.28,0.1,0.22,LR,0.00021103,0.99978897,0.999577939,2,TRUE,FALSE,2,NA
0.29,0.17,2.64,9.69,0.86,0.87,0.75,0.31,0.21,0.06,0.31,0.26,8.57,0.06,0.06,0,0.21,0.9,150.72,344.5,3.62,2.64,21.53,193.78,204.55,0.21,0.19,0.6,183.02,204.55,204.55,-0.13,290.67,15.13,86.13,-16.29,6,0.16,0.14,0.08,0.36,0.75,21.53,0.22,0.1,0.21,LR,3.23E-05,0.999967732,0.999935465,2,TRUE,FALSE,2,NA
0.29,0.17,2.05,6.56,0.88,0.87,0.76,0.33,0.22,0.06,0.31,0.26,10,0.06,0.06,0,0.17,0.86,129.19,398.33,4.12,2.86,43.06,269.14,193.78,0.25,0.22,0.58,183.02,226.08,204.55,0.03,290.67,17.45,75.36,-16.29,9,0.15,0.15,0.09,0.42,0.78,43.06,0.26,0.09,0.2,LR,0.00011382,0.99988618,0.99977236,2,TRUE,FALSE,2,NA
0.51,0.16,5.19,37.17,0.79,0.87,0.69,0.18,0.42,0.06,0.86,0.81,6.14,0.17,0.06,-0.08,0.47,1.37,366.03,484.45,3.56,2.39,53.83,118.42,462.92,0.62,0.43,0.85,419.86,473.69,484.45,0.17,516.75,31.42,215.31,-29.09,5,0.63,0.38,0.22,0.7,0.84,53.83,0.32,0.15,0.48,LR,0.994266476,0.005733524,0.988532953,1,TRUE,FALSE,1,NA
0.42,0.21,3.42,21.52,0.9,0.87,0.78,0.43,0.33,0.06,0.75,0.7,9.37,0.06,0.06,0,0.36,1.37,183.02,678.23,4.86,2.71,129.19,495.22,258.38,0.72,0.86,1.15,226.08,355.27,226.08,0.28,473.69,33.74,96.89,-23.27,12,0.82,0.21,0.07,0.84,0.91,129.19,0.63,0.1,0.37,LR,0.979340695,0.020659305,0.958681389,1,FALSE,FALSE,NA,NA
0.42,0.22,4.94,38.68,0.89,0.88,0.78,0.42,0.34,0.06,0.97,0.92,7.36,0.06,0.06,0,0.32,1.5,193.78,678.23,4.66,2.47,107.66,484.45,258.38,0.83,0.33,1.24,226.08,333.73,215.31,-0.04,473.69,33.74,161.48,-23.27,4,0.86,0.64,0.09,0.86,0.93,107.66,0.22,0.1,0.34,LR,0.980787504,0.019212496,0.961575007,1,FALSE,FALSE,NA,NA
0.32,0.21,2.55,9.89,0.9,0.87,0.79,0.42,0.24,0.06,0.46,0.4,7.09,0.06,0.06,0,0.21,1.39,150.72,441.39,4.48,2.65,64.59,290.67,215.31,0.29,0.34,0.93,183.02,247.61,215.31,-0.17,452.16,32.58,53.83,-32.58,7,0.26,0.24,0.13,0.49,0.81,64.59,0.25,0.07,0.32,LR,0.016216278,0.983783722,0.967567445,2,FALSE,FALSE,NA,NA
0.29,0.2,2.03,7.34,0.89,0.87,0.77,0.37,0.2,0.06,0.42,0.37,10.4,0.06,0.35,0.28,0.21,1.05,139.95,279.91,3.39,2.82,21.53,139.95,215.31,0.19,0.17,0.67,193.78,215.31,215.31,-0.15,279.91,17.45,53.83,-16.29,6,0.17,0.15,0.1,0.31,0.73,21.53,0.16,0.07,0.21,LR,0.000716455,0.999283545,0.998567089,2,TRUE,FALSE,2,NA
0.28,0.2,1.69,5.17,0.89,0.87,0.77,0.36,0.18,0.06,0.28,0.22,9.33,0.06,0.06,0,0.21,1.05,129.19,279.91,3.5,2.78,21.53,150.72,215.31,0.17,0.18,0.68,204.55,226.08,215.31,-0.15,269.14,13.96,53.83,-11.64,3,0.08,0.1,0.05,0.27,0.7,21.53,0.17,0.07,0.22,LR,0.00017916,0.99982084,0.999641679,2,TRUE,FALSE,2,NA
0.28,0.2,2.02,7.1,0.88,0.87,0.77,0.36,0.18,0.06,0.31,0.26,7.14,0.06,0.06,0,0.21,0.88,107.66,312.2,3.39,2.77,10.77,204.55,215.31,0.17,0.15,0.52,204.55,215.31,215.31,-0.19,269.14,13.96,53.83,-11.64,2,0.12,0.11,0.06,0.28,0.66,10.77,0.17,0.07,0.22,LR,4.67E-05,0.999953261,0.999906522,2,TRUE,FALSE,2,NA
0.21,0.11,1.25,3.51,0.91,0.87,0.79,0.44,0.15,0.06,0.35,0.29,8.38,0.24,0.35,0.11,0.21,1.01,86.13,269.14,3.84,2.89,32.3,183.02,193.78,0.19,0.35,0.61,161.48,193.78,193.78,-0.03,247.61,15.13,53.83,-15.13,10,0.13,0.12,0.06,0.47,0.68,32.3,0.35,0.06,0.2,LR,0.000928647,0.999071353,0.998142706,2,TRUE,FALSE,2,NA
0.33,0.1,5.17,37.03,0.78,0.87,0.68,0.13,0.34,0.06,0.42,0.37,9.4,0.06,0.06,0,0.4,0.77,183.02,398.33,4.12,2.89,172.25,215.31,301.44,0.73,0.27,0.44,215.31,387.56,204.55,-0.01,419.86,25.66,161.48,-20.85,19,0.81,0.45,0.27,0.81,0.85,172.25,0.35,0.1,0.39,LR,0.768579428,0.231420572,0.537158855,1,FALSE,TRUE,NA,1
0.33,0.1,6.17,48.79,0.76,0.87,0.66,0.13,0.33,0.09,0.39,0.29,3.63,0.35,0.31,-0.05,0.36,0.74,183.02,387.56,3.76,2.4,107.66,204.55,355.27,0.47,0.31,0.52,269.14,376.8,376.8,0.05,387.56,24.06,150.72,-4.81,4,0.42,0.31,0.11,0.73,0.82,107.66,0.43,0.1,0.38,LR,0.356750229,0.643249771,0.286499543,2,FALSE,TRUE,NA,2
0.33,0.08,3.77,17.42,0.73,0.87,0.63,0.11,0.33,0.06,0.39,0.33,3.11,0.35,0.06,-0.75,0.32,0.39,209.93,355.27,4.57,3.78,37.68,145.34,328.35,0.52,0.13,0.31,306.82,344.5,344.5,-0.25,349.88,2.28,199.16,-4.95,6,0.48,0.33,0.04,0.67,0.85,37.68,0.33,0.21,0.34,LR,0.112765608,0.887234392,0.774468784,2,FALSE,TRUE,NA,2
0.44,0.13,2.63,9.39,0.84,0.87,0.73,0.26,0.42,0.09,0.53,0.44,6.92,0.24,0.28,0.04,0.47,0.89,215.31,495.22,4.31,2.84,75.36,279.91,430.63,0.75,0.11,0.71,387.56,462.92,441.39,-0.23,538.28,31.42,183.02,-25.6,6,0.75,0.72,0.11,0.84,0.92,75.36,0.13,0.15,0.54,LR,0.992512944,0.007487056,0.985025889,1,TRUE,FALSE,1,NA
0.4,0.16,3.43,15.47,0.8,0.87,0.69,0.22,0.45,0.17,0.94,0.77,1.81,0.86,0.35,-0.78,0.32,0.66,226.08,785.89,4.31,2.73,53.83,559.81,333.73,0.48,0.22,0.46,301.44,355.27,344.5,-0.85,904.31,38.4,107.66,-64.58,5,0.41,0.38,0.19,0.72,0.9,53.83,0.34,0.12,0.44,LR,0.902390432,0.097609568,0.804780864,1,FALSE,TRUE,NA,1
0.29,0.17,1.56,5.14,0.88,0.87,0.76,0.31,0.2,0.06,0.5,0.44,4.83,0.28,0.06,-0.4,0.24,0.55,129.19,430.63,3.95,3.22,21.53,301.44,226.08,0.14,0.11,0.35,215.31,236.84,226.08,0.04,290.67,31.42,75.36,-19.2,3,0.11,0.09,0.06,0.3,0.69,21.53,0.2,0.08,0.23,LR,3.25E-05,0.999967451,0.999934902,2,TRUE,FALSE,2,NA
0.46,0.13,3.87,19.47,0.79,0.87,0.69,0.17,0.4,0.17,0.53,0.37,7.8,0.24,0.31,0.08,0.47,0.87,215.31,495.22,4.24,2.9,75.36,279.91,452.16,0.58,0.19,0.71,409.09,484.45,452.16,0.31,495.22,45.38,161.48,-36.65,14,0.5,0.46,0.06,0.69,0.88,75.36,0.22,0.1,0.49,LR,0.986120155,0.013879845,0.97224031,1,FALSE,FALSE,NA,NA
0.42,0.14,2.19,8.23,0.87,0.87,0.76,0.3,0.38,0.17,0.57,0.4,5.36,0.46,0.28,-0.22,0.47,0.83,183.02,516.75,4.91,3.14,236.84,333.73,279.91,0.86,0.08,0.53,204.55,441.39,204.55,-0.23,549.05,15.71,139.95,-19.2,11,0.89,0.79,0.27,0.89,0.92,236.84,0.1,0.19,0.55,LR,0.977252035,0.022747965,0.954504071,1,FALSE,FALSE,NA,NA
0.38,0.14,2.82,11.6,0.83,0.87,0.72,0.19,0.32,0.06,0.5,0.44,3.75,0.46,0.06,-0.49,0.47,0.83,172.25,484.45,4.34,2.89,247.61,312.2,226.08,0.83,0.12,0.49,204.55,452.16,204.55,-0.25,516.75,34.91,150.72,-43.63,15,0.84,0.71,0.29,0.85,0.89,247.61,0.14,0.1,0.51,LR,0.89643489,0.10356511,0.79286978,1,FALSE,TRUE,NA,1
0.54,0.08,3.29,13.84,0.76,0.87,0.66,0.13,0.55,0.09,0.72,0.62,5.71,0.09,0.13,0.03,0.55,1.1,489.84,586.73,4.64,3.21,59.21,96.89,532.9,0.55,0.33,0.64,505.98,565.2,500.6,-0.04,619.02,14.46,371.41,-10.27,3,0.38,0.4,0.31,0.7,0.9,59.21,0.3,0.37,0.61,LR,0.993239741,0.006760259,0.986479482,1,TRUE,FALSE,1,NA
0.58,0.16,2.41,9.82,0.9,0.87,0.78,0.39,0.42,0.06,0.97,0.92,11.12,0.06,0.72,0.59,0.66,1.13,258.38,791.27,6.34,3.86,252.99,532.9,371.41,0.9,0.58,1,317.59,570.58,317.59,0.04,672.85,8.37,242.23,-7.99,2,0.95,0.42,0.06,0.94,0.96,252.99,0.52,0.25,0.67,LR,0.999313288,0.000686712,0.998626576,1,TRUE,FALSE,1,NA
0.55,0.23,2.08,7.17,0.9,0.87,0.78,0.37,0.49,0.06,0.97,0.92,20.24,0.2,0.06,-0.14,0.36,1.05,306.82,898.93,5.5,3.79,75.36,592.11,355.27,0.89,0.1,0.74,333.73,409.09,333.73,0.15,974.29,34.62,188.4,-34.62,4,0.9,0.81,0.23,0.9,0.95,75.36,0.1,0.2,0.49,LR,0.995824196,0.004175804,0.991648391,1,TRUE,FALSE,1,NA
0.45,0.19,1.74,4.87,0.9,0.87,0.78,0.36,0.37,0.06,0.9,0.85,7.13,0.2,0.06,-0.14,0.32,1.08,247.61,645.94,5.6,3.46,80.74,398.33,339.12,0.84,0.52,0.83,312.2,392.95,328.35,0.11,436.01,1.14,172.25,-4.57,1,0.91,0.41,0.16,0.89,0.93,80.74,0.49,0.18,0.44,LR,0.994979122,0.005020878,0.989958244,1,TRUE,FALSE,1,NA
0.35,0.15,4.26,24.99,0.78,0.87,0.68,0.17,0.3,0.06,0.68,0.62,2.59,0.06,0.06,0,0.28,1.21,231.46,312.2,4.1,2.89,43.06,80.74,296.06,0.6,0.3,0.71,263.76,306.82,306.82,0.09,651.32,28.91,183.02,-25.11,4,0.65,0.42,0.19,0.67,0.78,43.06,0.25,0.2,0.31,LR,0.600443268,0.399556732,0.200886536,1,FALSE,TRUE,NA,1
0.51,0.19,2.55,11.01,0.91,0.87,0.79,0.47,0.4,0.06,0.9,0.85,14.26,0.46,0.31,-0.12,0.32,1.22,290.67,613.64,5.24,4.15,96.89,322.97,322.97,0.89,0.06,0.69,301.44,398.33,301.44,-0.04,549.05,5.71,285.29,-5.33,8,0.91,0.87,0.38,0.92,0.95,96.89,0.05,0.29,0.55,LR,0.993957377,0.006042623,0.987914755,1,TRUE,FALSE,1,NA
0.38,0.17,5.65,40.86,0.85,0.87,0.74,0.36,0.31,0.06,0.86,0.81,9.45,0.06,0.28,0.19,0.28,1.16,242.23,376.8,4.32,3.8,37.68,134.57,290.67,0.58,0.24,0.52,258.38,296.06,296.06,0.1,376.8,13.31,183.02,-7.23,11,0.6,0.45,0.36,0.66,0.83,37.68,0.21,0.19,0.3,LR,0.895678573,0.104321427,0.791357146,1,FALSE,TRUE,NA,1
0.54,0.15,2.5,11.14,0.9,0.88,0.79,0.4,0.51,0.06,0.9,0.85,16.43,0.31,0.31,0,0.43,1.6,226.08,667.47,5.91,3.5,86.13,441.39,430.63,0.84,1.09,1.36,376.8,462.92,425.24,0.01,689,13.69,215.31,-6.09,5,0.1,0.19,0.08,0.88,0.94,86.13,0.69,0.09,0.69,LR,0.991630785,0.008369215,0.983261569,1,TRUE,FALSE,1,NA
0.31,0.17,2.23,8.4,0.89,0.87,0.78,0.38,0.26,0.06,0.42,0.37,11.1,0.06,0.09,0.03,0.24,1.25,172.25,387.56,5.28,3.72,53.83,215.31,242.23,0.33,0.33,0.81,220.7,274.52,236.84,0.02,419.86,12.17,69.98,-11.79,12,0.36,0.16,0.06,0.43,0.71,53.83,0.26,0.08,0.28,LR,0.011753857,0.988246143,0.976492286,2,TRUE,FALSE,2,NA
0.56,0.21,3.75,22.91,0.93,0.87,0.81,0.62,0.52,0.06,0.97,0.92,12,0.97,0.46,-0.45,0.66,1.15,220.7,645.94,6.27,4.46,139.95,425.24,441.39,0.83,0.75,0.96,349.88,489.84,446.77,0.15,995.82,36.14,215.31,-28.53,10,0.86,0.21,0.09,0.88,0.94,139.95,0.66,0.11,0.66,LR,0.996283937,0.003716063,0.992567874,1,TRUE,FALSE,1,NA
0.59,0.1,4.05,20.12,0.78,0.87,0.68,0.19,0.49,0.06,0.64,0.59,7.5,0.06,0.13,0.06,0.62,1.17,457.54,629.79,4.44,3.8,26.91,172.25,602.88,0.65,0.1,0.31,586.73,613.64,602.88,0.28,635.17,23.58,209.93,-5.71,7,0.65,0.61,0.52,0.7,0.79,26.91,0.09,0.18,0.64,LR,0.99139014,0.00860986,0.982780279,1,TRUE,FALSE,1,NA
0.37,0.2,3.35,16.86,0.85,0.87,0.74,0.33,0.3,0.13,0.97,0.85,2.3,0.97,0.28,-0.7,0.24,1,199.16,339.12,4.79,3.38,96.89,139.95,247.61,0.43,0.44,0.78,215.31,312.2,215.31,0.16,333.73,10.27,107.66,-5.33,6,0.21,0.24,0.13,0.69,0.91,96.89,0.44,0.15,0.33,LR,0.503487117,0.496512883,0.006974233,1,FALSE,TRUE,NA,1
0.57,0.19,3.28,15.87,0.93,0.87,0.81,0.6,0.55,0.09,0.97,0.88,7.96,0.09,0.28,0.14,0.66,1.3,209.93,710.53,6.42,4.41,312.2,500.6,392.95,0.79,0.95,1.15,258.38,570.58,414.48,0.04,958.14,48.31,204.55,-35.38,6,0.84,0.12,0.03,0.86,0.92,312.2,0.74,0.12,0.68,LR,0.998207147,0.001792853,0.996414293,1,TRUE,FALSE,1,NA
0.46,0.18,6.8,60.33,0.8,0.87,0.7,0.32,0.4,0.06,0.86,0.81,9.91,0.06,0.06,0,0.4,1.35,236.84,425.24,4.38,3.32,26.91,188.4,392.95,0.37,0.3,1.02,376.8,403.71,398.33,0.02,425.24,6.85,215.31,-4.95,4,0.44,0.25,0.08,0.47,0.84,26.91,0.22,0.13,0.43,LR,0.902598105,0.097401895,0.805196209,1,FALSE,TRUE,NA,1
0.32,0.19,1.92,6.63,0.9,0.87,0.78,0.39,0.24,0.06,0.35,0.29,7.25,0.06,0.35,0.29,0.24,1.02,156.1,796.66,5.72,3.79,80.74,640.56,236.84,0.25,0.24,0.69,199.16,279.91,199.16,-0.17,279.91,9.13,64.59,-8.75,4,0.28,0.14,0.04,0.38,0.73,80.74,0.24,0.08,0.28,LR,0.021307296,0.978692704,0.957385408,2,FALSE,FALSE,NA,NA
